Tiempo ( s ),T ( K ),P ( kPa ),V ( m3 )
19.46,299.659,83.132,2.94E-04
19.48,299.594,83.132,2.94E-04
19.5,299.616,83.01,2.94E-04
19.52,299.637,83.193,2.94E-04
19.54,299.637,83.316,2.94E-04
19.56,299.637,83.193,2.94E-04
19.58,299.659,83.254,2.93E-04
19.6,299.681,83.316,2.93E-04
19.62,299.702,83.377,2.93E-04
19.64,299.681,83.377,2.93E-04
19.66,299.702,83.316,2.93E-04
19.68,299.659,83.377,2.93E-04
19.7,299.659,83.377,2.93E-04
19.72,299.616,83.377,2.93E-04
19.74,299.551,83.377,2.93E-04
19.76,299.573,83.377,2.93E-04
19.78,299.53,83.316,2.93E-04
19.8,299.551,83.438,2.93E-04
19.82,299.594,83.438,2.93E-04
19.84,299.637,83.438,2.92E-04
19.86,299.637,83.621,2.92E-04
19.88,299.702,83.682,2.92E-04
19.9,299.702,83.804,2.92E-04
19.92,299.702,83.621,2.92E-04
19.94,299.702,83.56,2.92E-04
19.96,299.681,83.743,2.92E-04
19.98,299.681,83.56,2.92E-04
20,299.616,83.743,2.92E-04
20.02,299.573,83.743,2.92E-04
20.04,299.573,83.682,2.92E-04
20.06,299.573,83.56,2.92E-04
20.08,299.53,83.621,2.92E-04
20.1,299.53,83.621,2.92E-04
20.12,299.53,83.621,2.92E-04
20.14,299.508,83.743,2.92E-04
20.16,299.486,83.621,2.92E-04
20.18,299.443,83.56,2.92E-04
20.2,299.422,83.56,2.92E-04
20.22,299.379,83.621,2.92E-04
20.24,299.4,83.682,2.91E-04
20.26,299.465,83.987,2.91E-04
20.28,299.486,83.865,2.91E-04
20.3,299.508,83.865,2.91E-04
20.32,299.508,83.865,2.91E-04
20.34,299.53,83.926,2.91E-04
20.36,299.486,83.865,2.91E-04
20.38,299.465,83.926,2.91E-04
20.4,299.465,83.865,2.91E-04
20.42,299.4,83.865,2.91E-04
20.44,299.379,83.865,2.91E-04
20.46,299.379,83.865,2.91E-04
20.48,299.357,83.804,2.91E-04
20.5,299.357,83.926,2.91E-04
20.52,299.357,83.865,2.91E-04
20.54,299.357,83.865,2.90E-04
20.56,299.4,83.987,2.90E-04
20.58,299.443,84.048,2.90E-04
20.6,299.508,84.109,2.89E-04
20.62,299.53,84.231,2.89E-04
20.64,299.573,84.353,2.89E-04
20.66,299.573,84.231,2.89E-04
20.68,299.616,84.353,2.89E-04
20.7,299.594,84.353,2.89E-04
20.72,299.53,84.292,2.89E-04
20.74,299.53,84.17,2.89E-04
20.76,299.53,84.231,2.89E-04
20.78,299.508,84.231,2.89E-04
20.8,299.486,84.231,2.89E-04
20.82,299.486,84.231,2.89E-04
20.84,299.465,84.17,2.89E-04
20.86,299.422,84.292,2.89E-04
20.88,299.4,84.231,2.89E-04
20.9,299.357,84.292,2.89E-04
20.92,299.357,84.231,2.89E-04
20.94,299.336,84.231,2.89E-04
20.96,299.336,84.231,2.89E-04
20.98,299.336,84.292,2.89E-04
21,299.336,84.231,2.89E-04
21.02,299.314,84.231,2.89E-04
21.04,299.271,84.231,2.89E-04
21.06,299.249,84.231,2.89E-04
21.08,299.206,84.231,2.89E-04
21.1,299.206,84.109,2.89E-04
21.12,299.185,84.17,2.89E-04
21.14,299.185,84.231,2.89E-04
21.16,299.185,84.17,2.89E-04
21.18,299.163,84.17,2.89E-04
21.2,299.163,84.109,2.89E-04
21.22,299.12,84.17,2.89E-04
21.24,299.055,84.17,2.89E-04
21.26,299.098,84.231,2.89E-04
21.28,299.012,84.17,2.89E-04
21.3,299.012,84.231,2.89E-04
21.32,299.012,84.17,2.89E-04
21.34,299.012,84.231,2.89E-04
21.36,299.012,84.231,2.89E-04
21.38,299.077,84.292,2.88E-04
21.4,299.185,84.536,2.88E-04
21.42,299.314,84.719,2.87E-04
21.44,299.357,84.841,2.87E-04
21.46,299.443,84.841,2.87E-04
21.48,299.465,84.902,2.87E-04
21.5,299.465,84.78,2.87E-04
21.52,299.443,84.78,2.87E-04
21.54,299.4,84.78,2.87E-04
21.56,299.379,84.841,2.87E-04
21.58,299.357,84.841,2.87E-04
21.6,299.357,84.841,2.86E-04
21.62,299.357,84.964,2.86E-04
21.64,299.422,84.964,2.86E-04
21.66,299.486,85.025,2.86E-04
21.68,299.53,85.025,2.85E-04
21.7,299.594,85.208,2.85E-04
21.72,299.637,85.269,2.85E-04
21.74,299.702,85.33,2.84E-04
21.76,299.724,85.33,2.84E-04
21.78,299.788,85.391,2.84E-04
21.8,299.81,85.391,2.84E-04
21.82,299.875,85.513,2.84E-04
21.84,299.875,85.696,2.83E-04
21.86,299.875,85.818,2.83E-04
21.88,299.875,85.818,2.83E-04
21.9,299.939,85.94,2.83E-04
21.92,299.961,85.879,2.83E-04
21.94,299.918,85.818,2.83E-04
21.96,299.875,85.879,2.83E-04
21.98,299.875,85.879,2.83E-04
22,299.875,85.818,2.83E-04
22.02,299.875,85.879,2.83E-04
22.04,299.853,85.818,2.83E-04
22.06,299.853,85.818,2.83E-04
22.08,299.81,85.879,2.83E-04
22.1,299.767,85.818,2.83E-04
22.12,299.745,85.696,2.83E-04
22.14,299.702,85.879,2.83E-04
22.16,299.702,85.757,2.83E-04
22.18,299.681,85.757,2.83E-04
22.2,299.702,85.879,2.83E-04
22.22,299.659,85.818,2.83E-04
22.24,299.659,85.818,2.83E-04
22.26,299.616,85.696,2.83E-04
22.28,299.616,85.696,2.83E-04
22.3,299.573,85.818,2.83E-04
22.32,299.53,85.696,2.83E-04
22.34,299.53,85.696,2.83E-04
22.36,299.508,85.696,2.83E-04
22.38,299.508,85.757,2.83E-04
22.4,299.486,85.696,2.83E-04
22.42,299.486,85.757,2.83E-04
22.44,299.53,85.818,2.82E-04
22.46,299.53,86.001,2.82E-04
22.48,299.594,86.062,2.81E-04
22.5,299.702,86.306,2.81E-04
22.52,299.831,86.367,2.81E-04
22.54,299.875,86.489,2.80E-04
22.56,299.961,86.489,2.80E-04
22.58,300.025,86.612,2.80E-04
22.6,300.025,86.673,2.79E-04
22.62,300.069,86.795,2.79E-04
22.64,300.09,86.856,2.79E-04
22.66,300.133,86.917,2.79E-04
22.68,300.22,86.856,2.78E-04
22.7,300.22,86.978,2.78E-04
22.72,300.22,86.978,2.78E-04
22.74,300.241,87.039,2.78E-04
22.76,300.22,87.039,2.78E-04
22.78,300.263,87.161,2.78E-04
22.8,300.284,87.222,2.77E-04
22.82,300.327,87.222,2.77E-04
22.84,300.349,87.161,2.77E-04
22.86,300.327,87.222,2.77E-04
22.88,300.284,87.283,2.77E-04
22.9,300.263,87.161,2.77E-04
22.92,300.22,87.222,2.77E-04
