Tiempo ( s ),T ( K ),P ( kPa ),V ( m3 )
3.48,327.323,167.974,1.18E-04
3.5,327.452,169.073,1.17E-04
3.52,327.668,170.232,1.15E-04
3.54,327.969,171.636,1.14E-04
3.56,328.336,173.04,1.12E-04
3.58,328.81,174.627,1.10E-04
3.6,329.285,176.153,1.08E-04
3.62,329.845,177.435,1.07E-04
3.64,330.384,178.716,1.05E-04
3.66,330.859,179.693,1.04E-04
3.68,331.268,180.609,1.03E-04
3.7,331.7,181.585,1.02E-04
3.72,332.131,182.501,1.01E-04
3.74,332.627,183.599,9.95E-05
3.76,333.144,184.576,9.83E-05
3.78,333.683,185.98,9.68E-05
3.8,334.287,187.628,9.51E-05
3.82,335.063,189.398,9.34E-05
3.84,335.753,190.497,9.22E-05
3.86,335.904,190.13,9.22E-05
3.88,335.753,189.642,9.22E-05
3.9,335.387,189.337,9.22E-05
3.92,335.02,188.849,9.22E-05
3.94,334.481,188.482,9.22E-05
3.96,334.007,188.238,9.22E-05
3.98,333.446,187.872,9.21E-05
4,332.95,187.506,9.22E-05
4.02,332.346,187.078,9.22E-05
4.04,331.786,186.773,9.22E-05
4.06,331.268,186.468,9.22E-05
4.08,330.708,186.102,9.21E-05
4.1,330.233,185.98,9.22E-05
4.12,329.651,185.614,9.21E-05
4.14,329.091,185.186,9.21E-05
4.16,328.508,185.003,9.22E-05
4.18,327.991,184.698,9.22E-05
4.2,327.474,184.454,9.22E-05
4.22,326.956,184.149,9.21E-05
4.24,326.352,183.966,9.22E-05
4.26,325.792,183.721,9.22E-05
4.28,325.231,183.599,9.22E-05
4.3,324.714,183.233,9.22E-05
4.32,324.175,183.05,9.22E-05
4.34,323.657,182.745,9.22E-05
4.36,323.097,182.562,9.21E-05
4.38,322.622,182.318,9.22E-05
4.4,322.083,182.134,9.22E-05
4.42,321.587,181.951,9.22E-05
4.44,321.027,181.646,9.21E-05
4.46,320.574,181.585,9.22E-05
4.48,320.056,181.28,9.22E-05
4.5,319.539,181.036,9.23E-05
4.52,319.064,180.914,9.23E-05
4.54,318.655,180.609,9.22E-05
4.56,318.159,180.609,9.23E-05
4.58,317.771,180.364,9.22E-05
4.6,317.296,180.181,9.23E-05
4.62,316.908,180.059,9.24E-05
4.64,316.456,179.815,9.23E-05
4.66,316.089,179.693,9.24E-05
4.68,315.744,179.632,9.23E-05
4.7,315.291,179.388,9.23E-05
4.72,314.968,179.205,9.24E-05
4.74,314.601,179.022,9.24E-05
4.76,314.256,178.777,9.23E-05
4.78,313.933,178.655,9.24E-05
4.8,313.631,178.594,9.24E-05
4.82,313.329,178.411,9.24E-05
4.84,312.984,178.228,9.24E-05
4.86,312.725,178.106,9.25E-05
4.88,312.467,178.045,9.24E-05
4.9,312.165,177.862,9.24E-05
4.92,311.949,177.74,9.24E-05
4.94,311.669,177.74,9.24E-05
4.96,311.41,177.618,9.24E-05
4.98,311.216,177.496,9.24E-05
5,310.957,177.252,9.24E-05
5.02,310.742,177.252,9.24E-05
5.04,310.526,177.129,9.24E-05
5.06,310.332,177.129,9.24E-05
5.08,310.052,177.007,9.24E-05
5.1,309.879,176.824,9.24E-05
5.12,309.685,176.763,9.24E-05
5.14,309.47,176.702,9.24E-05
5.16,309.254,176.641,9.24E-05
5.18,309.017,176.458,9.24E-05
5.2,308.844,176.397,9.24E-05
5.22,308.65,176.336,9.24E-05
5.24,308.499,176.275,9.24E-05
5.26,308.305,176.153,9.24E-05
5.28,308.154,176.092,9.24E-05
5.3,307.982,175.97,9.24E-05
5.32,307.766,175.97,9.24E-05
5.34,307.637,175.787,9.25E-05
5.36,307.464,175.787,9.24E-05
5.38,307.249,175.726,9.24E-05
5.4,307.119,175.726,9.24E-05
5.42,306.947,175.604,9.24E-05
5.44,306.774,175.42,9.24E-05
5.46,306.602,175.359,9.24E-05
5.48,306.429,175.298,9.24E-05
5.5,306.278,175.237,9.24E-05
5.52,306.214,175.176,9.24E-05
5.54,306.084,175.115,9.24E-05
5.56,305.912,175.054,9.24E-05
5.58,305.739,174.993,9.24E-05
5.6,305.588,174.81,9.24E-05
5.62,305.502,174.749,9.24E-05
5.64,305.394,174.81,9.24E-05
5.66,305.222,174.688,9.24E-05
5.68,305.092,174.749,9.25E-05
5.7,304.985,174.566,9.25E-05
5.72,304.877,174.505,9.25E-05
5.74,304.704,174.322,9.26E-05
5.76,304.64,174.261,9.26E-05
5.78,304.489,174.261,9.26E-05
5.8,304.359,174.322,9.26E-05
5.82,304.273,174.139,9.26E-05
5.84,304.187,174.139,9.25E-05
5.86,304.122,174.139,9.26E-05
5.88,304.014,174.078,9.26E-05
5.9,303.928,174.017,9.26E-05
5.92,303.842,174.017,9.26E-05
5.94,303.713,173.833,9.26E-05
5.96,303.669,173.833,9.25E-05
5.98,303.562,173.833,9.26E-05
6,303.497,173.833,9.26E-05
6.02,303.432,173.772,9.26E-05
6.04,303.324,173.711,9.26E-05
6.06,303.303,173.65,9.26E-05
6.08,303.152,173.467,9.27E-05
6.1,303.044,173.345,9.28E-05
6.12,302.979,173.162,9.29E-05
6.14,302.807,173.101,9.30E-05
6.16,302.721,172.857,9.31E-05
6.18,302.613,172.796,9.32E-05
6.2,302.462,172.491,9.34E-05
6.22,302.333,172.369,9.34E-05
6.24,302.225,172.063,9.37E-05
6.26,302.074,171.88,9.38E-05
6.28,301.944,171.697,9.40E-05
6.3,301.794,171.392,9.41E-05
6.32,301.643,171.209,9.43E-05
6.34,301.556,171.026,9.44E-05
6.36,301.427,170.965,9.45E-05
6.38,301.405,170.904,9.45E-05
6.4,301.341,170.904,9.45E-05
6.42,301.276,170.904,9.45E-05
6.44,301.255,170.843,9.45E-05
6.46,301.255,170.843,9.45E-05
6.48,301.168,170.904,9.45E-05
6.5,301.125,170.843,9.45E-05
6.52,301.082,170.843,9.45E-05
6.54,301.082,170.843,9.45E-05
6.56,301.082,170.782,9.45E-05
6.58,301.017,170.782,9.45E-05
6.6,300.996,170.721,9.45E-05
6.62,300.931,170.843,9.45E-05
6.64,300.931,170.66,9.45E-05
6.66,300.91,170.537,9.45E-05
6.68,300.845,170.415,9.47E-05
6.7,300.737,170.232,9.48E-05
6.72,300.672,170.171,9.50E-05
6.74,300.565,170.049,9.50E-05
6.76,300.565,169.927,9.51E-05
6.78,300.478,169.866,9.51E-05
6.8,300.392,169.805,9.52E-05
6.82,300.349,169.744,9.53E-05
6.84,300.306,169.622,9.54E-05
6.86,300.22,169.561,9.54E-05
6.88,300.22,169.561,9.54E-05
6.9,300.22,169.5,9.54E-05
6.92,300.22,169.561,9.54E-05
6.94,300.198,169.622,9.53E-05
6.96,300.22,169.5,9.54E-05
6.98,300.155,169.439,9.53E-05
7,300.133,169.439,9.53E-05
7.02,300.133,169.439,9.53E-05
7.04,300.069,169.439,9.54E-05
7.06,300.047,169.439,9.54E-05
7.08,300.047,169.378,9.54E-05
7.1,300.047,169.439,9.54E-05
7.12,300.047,169.378,9.54E-05
7.14,300.047,169.378,9.54E-05
7.16,300.025,169.317,9.54E-05
7.18,299.982,169.012,9.55E-05
7.2,299.875,168.889,9.57E-05
7.22,299.853,168.767,9.59E-05
7.24,299.702,168.645,9.60E-05
7.26,299.659,168.401,9.62E-05
7.28,299.551,168.34,9.63E-05
7.3,299.53,168.218,9.63E-05
7.32,299.486,168.096,9.64E-05
7.34,299.4,167.974,9.65E-05
7.36,299.379,168.096,9.65E-05
7.38,299.357,167.974,9.65E-05
7.4,299.357,167.974,9.65E-05
7.42,299.357,168.035,9.65E-05
7.44,299.357,167.974,9.65E-05
7.46,299.357,167.974,9.65E-05
7.48,299.357,167.974,9.65E-05
7.5,299.357,167.974,9.65E-05
7.52,299.357,167.974,9.65E-05
7.54,299.336,167.974,9.65E-05
7.56,299.336,167.974,9.65E-05
7.58,299.357,167.974,9.66E-05
7.6,299.357,167.913,9.65E-05
7.62,299.357,167.974,9.65E-05
7.64,299.336,167.974,9.65E-05
7.66,299.336,167.913,9.66E-05
7.68,299.336,167.913,9.65E-05
7.7,299.336,167.974,9.65E-05
7.72,299.357,167.974,9.65E-05
7.74,299.336,167.974,9.65E-05
7.76,299.336,167.974,9.65E-05
7.78,299.336,167.974,9.65E-05
7.8,299.357,167.974,9.65E-05
7.82,299.314,167.974,9.65E-05
7.84,299.357,167.913,9.65E-05
7.86,299.336,167.913,9.65E-05
7.88,299.357,167.913,9.65E-05
7.9,299.336,167.852,9.65E-05
7.92,299.336,167.852,9.65E-05
7.94,299.336,167.852,9.65E-05
7.96,299.336,167.913,9.65E-05
7.98,299.357,167.913,9.65E-05
8,299.336,167.974,9.65E-05
8.02,299.336,167.913,9.65E-05
8.04,299.336,167.852,9.65E-05
8.06,299.357,167.913,9.65E-05
8.08,299.292,167.73,9.65E-05
8.1,299.357,167.852,9.65E-05
8.12,299.336,167.791,9.65E-05
8.14,299.336,167.791,9.65E-05
8.16,299.336,167.852,9.65E-05
8.18,299.314,167.913,9.65E-05
8.2,299.336,167.791,9.65E-05
8.22,299.357,167.791,9.65E-05
8.24,299.357,167.791,9.65E-05
8.26,299.336,167.669,9.65E-05
8.28,299.336,167.73,9.65E-05
8.3,299.357,167.73,9.65E-05
8.32,299.357,167.73,9.65E-05
8.34,299.357,167.608,9.65E-05
8.36,299.357,167.608,9.65E-05
8.38,299.336,167.608,9.65E-05
8.4,299.357,167.669,9.65E-05
8.42,299.357,167.608,9.65E-05
8.44,299.336,167.608,9.65E-05
8.46,299.336,167.608,9.65E-05
8.48,299.336,167.547,9.65E-05
8.5,299.357,167.608,9.65E-05
8.52,299.357,167.547,9.65E-05
8.54,299.336,167.547,9.65E-05
8.56,299.336,167.669,9.65E-05
8.58,299.336,167.486,9.65E-05
8.6,299.314,167.486,9.65E-05
8.62,299.336,167.486,9.65E-05
8.64,299.314,167.486,9.65E-05
8.66,299.314,167.486,9.65E-05
8.68,299.314,167.547,9.65E-05
8.7,299.336,167.425,9.65E-05
8.72,299.336,167.425,9.65E-05
8.74,299.292,167.425,9.65E-05
8.76,299.336,167.425,9.65E-05
8.78,299.314,167.425,9.65E-05
8.8,299.314,167.364,9.65E-05
8.82,299.314,167.425,9.65E-05
8.84,299.314,167.425,9.65E-05
8.86,299.292,167.364,9.65E-05
8.88,299.314,167.425,9.65E-05
8.9,299.271,167.425,9.65E-05
8.92,299.271,167.425,9.65E-05
