Tiempo ( s ),T ( K ),P ( kPa ),V ( m3 )
4.34,299.702,77.578,3.33E-04
4.36,299.745,77.639,3.33E-04
4.38,299.724,77.578,3.33E-04
4.4,299.745,77.578,3.33E-04
4.42,299.702,77.578,3.33E-04
4.44,299.702,77.578,3.33E-04
4.46,299.702,77.578,3.33E-04
4.48,299.659,77.578,3.33E-04
4.5,299.616,77.578,3.33E-04
4.52,299.594,77.578,3.33E-04
4.54,299.573,77.639,3.33E-04
4.56,299.53,77.517,3.33E-04
4.58,299.53,77.517,3.33E-04
4.6,299.53,77.517,3.33E-04
4.62,299.465,77.578,3.33E-04
4.64,299.465,77.517,3.33E-04
4.66,299.422,77.578,3.33E-04
4.68,299.357,77.517,3.33E-04
4.7,299.357,77.517,3.33E-04
4.72,299.357,77.517,3.33E-04
4.74,299.292,77.517,3.33E-04
4.76,299.314,77.517,3.33E-04
4.78,299.292,77.517,3.32E-04
4.8,299.336,77.517,3.32E-04
4.82,299.336,77.7,3.32E-04
4.84,299.357,77.7,3.32E-04
4.86,299.357,77.761,3.32E-04
4.88,299.357,77.883,3.31E-04
4.9,299.379,78.066,3.31E-04
4.92,299.422,78.066,3.31E-04
4.94,299.465,78.066,3.31E-04
4.96,299.486,78.127,3.30E-04
4.98,299.465,78.127,3.30E-04
5,299.486,78.127,3.30E-04
5.02,299.486,78.066,3.30E-04
5.04,299.508,78.127,3.30E-04
5.06,299.486,78.127,3.30E-04
5.08,299.53,78.127,3.30E-04
5.1,299.508,78.249,3.30E-04
5.12,299.53,78.188,3.29E-04
5.14,299.53,78.31,3.29E-04
5.16,299.53,78.372,3.29E-04
5.18,299.551,78.372,3.29E-04
5.2,299.616,78.433,3.29E-04
5.22,299.594,78.433,3.28E-04
5.24,299.637,78.494,3.28E-04
5.26,299.637,78.494,3.28E-04
5.28,299.616,78.494,3.28E-04
5.3,299.573,78.555,3.28E-04
5.32,299.53,78.494,3.28E-04
5.34,299.53,78.616,3.28E-04
5.36,299.53,78.494,3.28E-04
5.38,299.508,78.555,3.28E-04
5.4,299.508,78.433,3.28E-04
5.42,299.443,78.433,3.28E-04
5.44,299.443,78.433,3.28E-04
5.46,299.357,78.433,3.28E-04
5.48,299.379,78.555,3.28E-04
5.5,299.422,78.616,3.28E-04
5.52,299.486,78.616,3.27E-04
5.54,299.53,78.616,3.27E-04
5.56,299.53,78.738,3.27E-04
5.58,299.53,78.86,3.26E-04
5.6,299.616,78.799,3.26E-04
5.62,299.573,78.921,3.26E-04
5.64,299.637,78.982,3.26E-04
5.66,299.616,78.921,3.26E-04
5.68,299.637,79.043,3.26E-04
5.7,299.637,78.982,3.26E-04
5.72,299.616,79.043,3.26E-04
5.74,299.551,79.043,3.26E-04
5.76,299.53,78.921,3.26E-04
5.78,299.53,78.921,3.26E-04
5.8,299.53,78.921,3.26E-04
5.82,299.508,78.921,3.26E-04
5.84,299.465,78.982,3.26E-04
5.86,299.465,78.982,3.26E-04
5.88,299.422,78.982,3.26E-04
5.9,299.379,78.921,3.26E-04
5.92,299.357,78.921,3.26E-04
5.94,299.357,78.982,3.26E-04
5.96,299.314,78.921,3.26E-04
5.98,299.336,78.86,3.26E-04
6,299.314,78.86,3.26E-04
6.02,299.249,78.982,3.26E-04
6.04,299.228,78.921,3.25E-04
6.06,299.271,79.043,3.25E-04
6.08,299.314,79.165,3.25E-04
6.1,299.357,79.165,3.24E-04
6.12,299.465,79.287,3.24E-04
6.14,299.53,79.287,3.24E-04
6.16,299.53,79.287,3.23E-04
6.18,299.53,79.348,3.23E-04
6.2,299.53,79.409,3.23E-04
6.22,299.53,79.47,3.23E-04
6.24,299.53,79.47,3.23E-04
6.26,299.53,79.348,3.23E-04
6.28,299.53,79.531,3.23E-04
6.3,299.53,79.531,3.23E-04
6.32,299.53,79.592,3.22E-04
6.34,299.594,79.714,3.22E-04
6.36,299.573,79.714,3.22E-04
6.38,299.616,79.714,3.22E-04
6.4,299.616,79.775,3.22E-04
6.42,299.637,79.836,3.22E-04
6.44,299.681,79.897,3.21E-04
6.46,299.702,79.897,3.21E-04
6.48,299.681,79.836,3.21E-04
6.5,299.702,79.897,3.21E-04
6.52,299.702,79.958,3.21E-04
6.54,299.681,79.958,3.21E-04
6.56,299.702,79.958,3.21E-04
6.58,299.659,79.897,3.21E-04
6.6,299.616,80.02,3.21E-04
6.62,299.594,79.958,3.21E-04
6.64,299.53,79.897,3.21E-04
6.66,299.551,79.958,3.21E-04
6.68,299.53,79.958,3.21E-04
6.7,299.486,79.897,3.21E-04
6.72,299.486,79.958,3.21E-04
6.74,299.443,79.836,3.21E-04
6.76,299.443,79.897,3.21E-04
6.78,299.4,79.897,3.21E-04
6.8,299.357,79.897,3.21E-04
6.82,299.4,80.081,3.20E-04
6.84,299.465,80.081,3.20E-04
6.86,299.508,80.142,3.19E-04
6.88,299.53,80.264,3.19E-04
6.9,299.637,80.386,3.19E-04
6.92,299.681,80.447,3.18E-04
6.94,299.702,80.508,3.18E-04
6.96,299.767,80.508,3.18E-04
6.98,299.81,80.569,3.18E-04
7,299.853,80.63,3.18E-04
7.02,299.875,80.569,3.17E-04
7.04,299.875,80.63,3.17E-04
7.06,299.875,80.752,3.17E-04
7.08,299.875,80.874,3.17E-04
7.1,299.896,80.874,3.17E-04
7.12,299.896,80.935,3.17E-04
7.14,299.896,80.935,3.16E-04
7.16,299.875,80.935,3.16E-04
7.18,299.875,80.813,3.16E-04
7.2,299.875,80.874,3.17E-04
7.22,299.81,80.874,3.16E-04
7.24,299.788,80.813,3.16E-04
7.26,299.767,80.935,3.16E-04
7.28,299.702,80.752,3.16E-04
7.3,299.702,80.752,3.17E-04
7.32,299.681,80.752,3.16E-04
7.34,299.637,80.752,3.16E-04
7.36,299.637,80.752,3.16E-04
7.38,299.616,80.752,3.17E-04
7.4,299.573,80.813,3.16E-04
7.42,299.53,80.691,3.17E-04
7.44,299.53,80.752,3.17E-04
7.46,299.53,80.691,3.16E-04
7.48,299.53,80.874,3.16E-04
7.5,299.53,80.935,3.16E-04
7.52,299.551,80.996,3.16E-04
7.54,299.594,81.057,3.15E-04
7.56,299.616,81.118,3.15E-04
7.58,299.681,81.057,3.15E-04
7.6,299.702,81.118,3.15E-04
7.62,299.702,81.24,3.15E-04
7.64,299.724,81.118,3.14E-04
7.66,299.745,81.179,3.14E-04
7.68,299.702,81.24,3.14E-04
7.7,299.724,81.24,3.14E-04
7.72,299.702,81.301,3.14E-04
7.74,299.702,81.362,3.14E-04
7.76,299.745,81.301,3.14E-04
7.78,299.724,81.423,3.14E-04
7.8,299.724,81.484,3.14E-04
7.82,299.702,81.423,3.13E-04
7.84,299.724,81.423,3.13E-04
7.86,299.702,81.362,3.13E-04
7.88,299.702,81.484,3.13E-04
7.9,299.702,81.484,3.13E-04
7.92,299.702,81.484,3.13E-04
7.94,299.702,81.484,3.13E-04
7.96,299.702,81.545,3.13E-04
7.98,299.702,81.668,3.13E-04
8,299.702,81.606,3.12E-04
8.02,299.702,81.606,3.12E-04
8.04,299.702,81.729,3.12E-04
8.06,299.724,81.79,3.12E-04
8.08,299.702,81.851,3.12E-04
8.1,299.767,81.851,3.11E-04
8.12,299.788,81.851,3.11E-04
8.14,299.831,81.973,3.11E-04
8.16,299.853,82.095,3.11E-04
8.18,299.875,82.034,3.11E-04
8.2,299.875,82.034,3.11E-04
8.22,299.875,82.034,3.10E-04
8.24,299.875,82.156,3.10E-04
8.26,299.875,82.156,3.10E-04
8.28,299.875,82.095,3.10E-04
8.3,299.875,82.278,3.10E-04
8.32,299.875,82.217,3.10E-04
8.34,299.875,82.217,3.10E-04
8.36,299.875,82.278,3.10E-04
8.38,299.875,82.278,3.09E-04
8.4,299.875,82.217,3.09E-04
8.42,299.875,82.278,3.09E-04
8.44,299.875,82.4,3.09E-04
8.46,299.875,82.4,3.09E-04
8.48,299.875,82.339,3.09E-04
8.5,299.81,82.339,3.09E-04
8.52,299.81,82.339,3.09E-04
8.54,299.745,82.339,3.09E-04
8.56,299.702,82.278,3.09E-04
8.58,299.702,82.339,3.09E-04
8.6,299.702,82.339,3.09E-04
8.62,299.681,82.278,3.09E-04
8.64,299.616,82.217,3.09E-04
8.66,299.594,82.278,3.09E-04
8.68,299.594,82.217,3.09E-04
8.7,299.53,82.339,3.09E-04
8.72,299.53,82.339,3.09E-04
8.74,299.53,82.4,3.09E-04
8.76,299.465,82.278,3.09E-04
8.78,299.508,82.278,3.09E-04
8.8,299.465,82.278,3.09E-04
8.82,299.4,82.339,3.09E-04
8.84,299.4,82.278,3.09E-04
8.86,299.357,82.278,3.09E-04
8.88,299.357,82.278,3.09E-04
8.9,299.357,82.278,3.09E-04
8.92,299.314,82.278,3.09E-04
8.94,299.314,82.278,3.09E-04
8.96,299.271,82.156,3.09E-04
8.98,299.249,82.278,3.09E-04
9,299.228,82.217,3.09E-04
9.02,299.185,82.217,3.09E-04
9.04,299.185,82.217,3.09E-04
9.06,299.163,82.156,3.09E-04
9.08,299.185,82.217,3.09E-04
9.1,299.185,82.217,3.09E-04
9.12,299.185,82.339,3.09E-04
9.14,299.185,82.278,3.09E-04
9.16,299.185,82.4,3.08E-04
9.18,299.206,82.461,3.08E-04
9.2,299.249,82.522,3.08E-04
9.22,299.336,82.522,3.07E-04
9.24,299.357,82.705,3.07E-04
9.26,299.4,82.766,3.07E-04
9.28,299.465,82.827,3.07E-04
9.3,299.486,82.888,3.06E-04
9.32,299.53,82.949,3.06E-04
9.34,299.53,83.01,3.06E-04
9.36,299.53,82.888,3.06E-04
9.38,299.53,82.949,3.06E-04
9.4,299.573,83.01,3.06E-04
9.42,299.53,83.071,3.06E-04
9.44,299.594,83.01,3.05E-04
9.46,299.594,83.132,3.05E-04
9.48,299.616,83.071,3.05E-04
9.5,299.659,83.254,3.05E-04
9.52,299.659,83.193,3.05E-04
9.54,299.702,83.254,3.04E-04
9.56,299.702,83.254,3.04E-04
9.58,299.702,83.377,3.04E-04
9.6,299.724,83.438,3.04E-04
9.62,299.767,83.499,3.04E-04
9.64,299.767,83.499,3.04E-04
9.66,299.81,83.56,3.03E-04
9.68,299.788,83.499,3.03E-04
9.7,299.81,83.621,3.03E-04
9.72,299.788,83.56,3.03E-04
9.74,299.724,83.56,3.03E-04
9.76,299.724,83.56,3.03E-04
9.78,299.702,83.499,3.03E-04
9.8,299.681,83.499,3.03E-04
9.82,299.681,83.499,3.03E-04
9.84,299.637,83.499,3.03E-04
9.86,299.637,83.56,3.03E-04
9.88,299.573,83.499,3.03E-04
9.9,299.551,83.499,3.03E-04
9.92,299.53,83.499,3.03E-04
9.94,299.53,83.499,3.03E-04
9.96,299.573,83.56,3.03E-04
9.98,299.594,83.743,3.02E-04
10,299.637,83.865,3.02E-04
10.02,299.702,83.987,3.02E-04
10.04,299.724,83.987,3.01E-04
10.06,299.853,84.048,3.01E-04
10.08,299.875,84.048,3.01E-04
10.1,299.875,84.109,3.01E-04
10.12,299.896,84.231,3.01E-04
10.14,299.896,84.231,3.00E-04
10.16,299.896,84.292,3.00E-04
10.18,299.918,84.292,3.00E-04
10.2,299.939,84.292,3.00E-04
10.22,299.961,84.353,3.00E-04
10.24,299.939,84.414,3.00E-04
10.26,299.939,84.414,3.00E-04
10.28,299.961,84.353,3.00E-04
10.3,299.961,84.353,2.99E-04
10.32,299.982,84.475,2.99E-04
10.34,300.004,84.475,2.99E-04
10.36,299.982,84.536,2.99E-04
10.38,300.004,84.536,2.99E-04
10.4,300.025,84.658,2.99E-04
10.42,300.004,84.536,2.99E-04
10.44,299.982,84.475,2.99E-04
10.46,299.961,84.597,2.99E-04
10.48,299.961,84.536,2.99E-04
10.5,299.918,84.597,2.99E-04
10.52,299.875,84.597,2.99E-04
10.54,299.875,84.536,2.99E-04
10.56,299.875,84.536,2.99E-04
10.58,299.831,84.475,2.99E-04
10.6,299.81,84.475,2.99E-04
10.62,299.724,84.536,2.99E-04
10.64,299.745,84.536,2.99E-04
10.66,299.681,84.536,2.99E-04
10.68,299.702,84.475,2.99E-04
10.7,299.659,84.475,2.99E-04
10.72,299.637,84.475,2.99E-04
10.74,299.616,84.475,2.99E-04
10.76,299.573,84.475,2.99E-04
10.78,299.551,84.536,2.99E-04
10.8,299.551,84.414,2.99E-04
10.82,299.53,84.475,2.99E-04
10.84,299.53,84.475,2.99E-04
10.86,299.53,84.475,2.99E-04
10.88,299.53,84.475,2.98E-04
10.9,299.53,84.597,2.98E-04
10.92,299.573,84.78,2.98E-04
10.94,299.637,84.841,2.97E-04
10.96,299.702,84.964,2.97E-04
10.98,299.724,84.964,2.97E-04
11,299.831,85.147,2.96E-04
11.02,299.875,85.147,2.96E-04
11.04,299.896,85.208,2.96E-04
11.06,299.939,85.269,2.96E-04
11.08,299.961,85.269,2.95E-04
11.1,299.961,85.391,2.95E-04
11.12,299.939,85.33,2.95E-04
11.14,299.939,85.391,2.95E-04
11.16,299.918,85.391,2.95E-04
11.18,299.961,85.452,2.95E-04
11.2,299.961,85.452,2.95E-04
11.22,299.982,85.452,2.95E-04
11.24,300.004,85.452,2.94E-04
11.26,300.004,85.696,2.94E-04
11.28,300.004,85.696,2.94E-04
11.3,300.047,85.757,2.94E-04
11.32,300.047,85.879,2.94E-04
11.34,300.047,85.879,2.94E-04
11.36,300.047,85.879,2.93E-04
11.38,300.047,85.879,2.93E-04
11.4,300.047,85.94,2.93E-04
11.42,300.047,85.94,2.93E-04
11.44,300.047,85.94,2.93E-04
11.46,300.069,86.001,2.93E-04
11.48,300.09,86.001,2.92E-04
11.5,300.112,86.062,2.92E-04
11.52,300.112,86.123,2.92E-04
11.54,300.112,86.184,2.92E-04
11.56,300.133,86.245,2.92E-04
11.58,300.133,86.184,2.92E-04
11.6,300.155,86.245,2.92E-04
11.62,300.176,86.245,2.91E-04
11.64,300.155,86.245,2.91E-04
11.66,300.155,86.367,2.91E-04
11.68,300.176,86.367,2.91E-04
11.7,300.198,86.367,2.91E-04
11.72,300.155,86.428,2.91E-04
11.74,300.133,86.367,2.91E-04
11.76,300.133,86.428,2.91E-04
11.78,300.112,86.367,2.91E-04
11.8,300.112,86.428,2.91E-04
11.82,300.047,86.367,2.91E-04
11.84,300.047,86.367,2.91E-04
11.86,300.047,86.367,2.91E-04
11.88,300.004,86.306,2.91E-04
11.9,299.982,86.367,2.91E-04
11.92,299.939,86.367,2.91E-04
11.94,299.875,86.367,2.91E-04
11.96,299.875,86.367,2.91E-04
11.98,299.875,86.367,2.91E-04
12,299.875,86.367,2.91E-04
12.02,299.853,86.367,2.91E-04
12.04,299.875,86.428,2.90E-04
12.06,299.875,86.55,2.90E-04
12.08,299.896,86.55,2.90E-04
12.1,300.004,86.795,2.89E-04
12.12,300.047,86.856,2.89E-04
12.14,300.047,86.917,2.89E-04
12.16,300.069,86.917,2.89E-04
12.18,300.155,86.917,2.88E-04
12.2,300.112,86.917,2.88E-04
12.22,300.133,86.978,2.88E-04
12.24,300.133,86.917,2.88E-04
12.26,300.133,86.978,2.88E-04
12.28,300.069,87.1,2.88E-04
12.3,300.09,87.039,2.88E-04
12.32,300.155,87.161,2.88E-04
12.34,300.133,87.161,2.87E-04
12.36,300.112,87.222,2.87E-04
12.38,300.133,87.283,2.87E-04
12.4,300.112,87.222,2.87E-04
12.42,300.176,87.283,2.87E-04
12.44,300.176,87.344,2.87E-04
12.46,300.22,87.344,2.87E-04
12.48,300.155,87.344,2.86E-04
12.5,300.176,87.405,2.86E-04
12.52,300.198,87.405,2.86E-04
12.54,300.176,87.405,2.86E-04
12.56,300.198,87.527,2.86E-04
12.58,300.176,87.527,2.86E-04
12.6,300.176,87.527,2.86E-04
12.62,300.155,87.405,2.86E-04
12.64,300.176,87.649,2.86E-04
12.66,300.176,87.649,2.85E-04
12.68,300.198,87.771,2.85E-04
12.7,300.22,87.771,2.85E-04
12.72,300.198,87.832,2.85E-04
12.74,300.22,87.893,2.85E-04
12.76,300.22,87.832,2.85E-04
12.78,300.22,87.893,2.85E-04
12.8,300.22,87.832,2.84E-04
12.82,300.22,87.954,2.84E-04
12.84,300.241,88.015,2.84E-04
12.86,300.241,87.954,2.84E-04
12.88,300.263,88.137,2.84E-04
12.9,300.306,88.198,2.83E-04
12.92,300.306,88.137,2.83E-04
12.94,300.306,88.26,2.83E-04
12.96,300.37,88.198,2.83E-04
12.98,300.392,88.26,2.83E-04
13,300.349,88.198,2.83E-04
13.02,300.327,88.321,2.83E-04
13.04,300.306,88.321,2.83E-04
13.06,300.306,88.321,2.83E-04
13.08,300.263,88.321,2.83E-04
13.1,300.22,88.382,2.83E-04
13.12,300.22,88.321,2.83E-04
13.14,300.22,88.321,2.83E-04
13.16,300.198,88.26,2.83E-04
13.18,300.155,88.321,2.83E-04
13.2,300.112,88.26,2.83E-04
13.22,300.047,88.26,2.83E-04
13.24,300.047,88.26,2.83E-04
13.26,300.047,88.321,2.83E-04
13.28,300.047,88.321,2.82E-04
13.3,300.025,88.321,2.82E-04
13.32,300.047,88.382,2.82E-04
13.34,300.069,88.565,2.82E-04
13.36,300.133,88.626,2.81E-04
13.38,300.198,88.687,2.81E-04
13.4,300.22,88.809,2.81E-04
13.42,300.22,88.809,2.81E-04
13.44,300.263,88.87,2.80E-04
13.46,300.306,88.87,2.80E-04
13.48,300.306,88.931,2.80E-04
13.5,300.37,88.992,2.80E-04
13.52,300.349,89.053,2.80E-04
13.54,300.392,89.053,2.79E-04
13.56,300.392,88.992,2.79E-04
13.58,300.349,89.175,2.79E-04
13.6,300.37,89.297,2.79E-04
13.62,300.392,89.175,2.79E-04
13.64,300.37,89.236,2.79E-04
13.66,300.392,89.297,2.79E-04
13.68,300.392,89.297,2.78E-04
13.7,300.392,89.358,2.78E-04
13.72,300.392,89.419,2.78E-04
13.74,300.392,89.48,2.78E-04
13.76,300.435,89.48,2.78E-04
13.78,300.414,89.663,2.78E-04
13.8,300.435,89.541,2.77E-04
13.82,300.457,89.663,2.77E-04
13.84,300.435,89.724,2.77E-04
13.86,300.478,89.724,2.77E-04
13.88,300.457,89.785,2.77E-04
13.9,300.457,89.846,2.77E-04
13.92,300.478,89.785,2.77E-04
13.94,300.457,89.846,2.76E-04
13.96,300.5,89.846,2.76E-04
13.98,300.5,89.846,2.76E-04
14,300.478,89.969,2.76E-04
14.02,300.478,89.969,2.76E-04
14.04,300.478,90.03,2.76E-04
14.06,300.478,90.03,2.76E-04
14.08,300.457,89.969,2.76E-04
14.1,300.435,89.969,2.76E-04
14.12,300.392,90.091,2.76E-04
14.14,300.392,90.03,2.76E-04
14.16,300.392,90.03,2.76E-04
14.18,300.327,90.03,2.76E-04
14.2,300.327,89.846,2.76E-04
14.22,300.284,90.03,2.76E-04
14.24,300.22,89.969,2.76E-04
14.26,300.22,89.969,2.76E-04
14.28,300.198,89.969,2.76E-04
14.3,300.176,89.908,2.76E-04
14.32,300.112,89.846,2.76E-04
14.34,300.069,89.908,2.76E-04
14.36,300.047,89.969,2.76E-04
14.38,300.047,89.908,2.76E-04
14.4,300.025,89.908,2.76E-04
14.42,299.982,89.908,2.76E-04
14.44,299.982,89.846,2.76E-04
14.46,299.896,89.908,2.76E-04
14.48,299.875,89.846,2.76E-04
14.5,299.875,89.846,2.76E-04
14.52,299.875,89.846,2.76E-04
14.54,299.875,89.846,2.76E-04
14.56,299.81,89.846,2.76E-04
14.58,299.788,89.969,2.75E-04
14.6,299.853,89.969,2.75E-04
14.62,299.875,90.152,2.75E-04
14.64,299.918,90.335,2.74E-04
14.66,300.047,90.335,2.74E-04
14.68,300.047,90.396,2.74E-04
