Tiempo (s),Temperatura 1 (°C)
3.95,26.76
3.96,26.76
3.97,26.76
3.98,26.76
3.99,26.76
4,26.76
4.01,26.76
4.02,26.76
4.03,26.76
4.04,26.76
4.05,26.76
4.06,26.76
4.07,26.76
4.08,26.76
4.09,26.76
4.1,26.76
4.11,26.76
4.12,26.76
4.13,26.76
4.14,26.76
4.15,26.77
4.16,26.76
4.17,26.76
4.18,26.77
4.19,26.77
4.2,26.77
4.21,26.77
4.22,26.77
4.23,26.77
4.24,26.77
4.25,26.77
4.26,26.77
4.27,26.77
4.28,26.77
4.29,26.77
4.3,26.77
4.31,26.77
4.32,26.77
4.33,26.77
4.34,26.77
4.35,26.78
4.36,26.77
4.37,26.78
4.38,26.77
4.39,26.77
4.4,26.77
4.41,26.77
4.42,26.78
4.43,26.77
4.44,26.78
4.45,26.78
4.46,26.77
4.47,26.78
4.48,26.78
4.49,26.78
4.5,26.78
4.51,26.78
4.52,26.78
4.53,26.78
4.54,26.78
4.55,26.78
4.56,26.78
4.57,26.78
4.58,26.78
4.59,26.78
4.6,26.78
4.61,26.78
4.62,26.78
4.63,26.78
4.64,26.78
4.65,26.78
4.66,26.78
4.67,26.78
4.68,26.78
4.69,26.78
4.7,26.78
4.71,26.78
4.72,26.78
4.73,26.78
4.74,26.78
4.75,26.78
4.76,26.78
4.77,26.78
4.78,26.78
4.79,26.78
4.8,26.78
4.81,26.78
4.82,26.78
4.83,26.78
4.84,26.78
4.85,26.78
4.86,26.78
4.87,26.78
4.88,26.78
4.89,26.78
4.9,26.78
4.91,26.78
4.92,26.78
4.93,26.79
4.94,26.79
4.95,26.78
4.96,26.78
4.97,26.79
4.98,26.79
4.99,26.79
5,26.79
5.01,26.79
5.02,26.79
5.03,26.79
5.04,26.79
5.05,26.79
5.06,26.79
5.07,26.79
5.08,26.79
5.09,26.79
5.1,26.79
5.11,26.79
5.12,26.79
5.13,26.79
5.14,26.79
5.15,26.79
5.16,26.79
5.17,26.79
5.18,26.79
5.19,26.79
5.2,26.79
5.21,26.79
5.22,26.79
5.23,26.79
5.24,26.79
5.25,26.79
5.26,26.79
5.27,26.79
5.28,26.79
5.29,26.79
5.3,26.79
5.31,26.79
5.32,26.79
5.33,26.8
5.34,26.79
5.35,26.79
5.36,26.79
5.37,26.79
5.38,26.79
5.39,26.79
5.4,26.79
5.41,26.79
5.42,26.79
5.43,26.8
5.44,26.79
5.45,26.8
5.46,26.79
5.47,26.8
5.48,26.8
5.49,26.79
5.5,26.79
5.51,26.8
5.52,26.8
5.53,26.8
5.54,26.79
5.55,26.8
5.56,26.8
5.57,26.8
5.58,26.8
5.59,26.8
5.6,26.8
5.61,26.8
5.62,26.8
5.63,26.8
5.64,26.8
5.65,26.8
5.66,26.8
5.67,26.8
5.68,26.8
5.69,26.8
5.7,26.8
5.71,26.8
5.72,26.8
5.73,26.8
5.74,26.8
5.75,26.8
5.76,26.8
5.77,26.8
5.78,26.8
5.79,26.8
5.8,26.8
5.81,26.8
5.82,26.8
5.83,26.8
5.84,26.8
5.85,26.8
5.86,26.8
5.87,26.8
5.88,26.8
5.89,26.8
5.9,26.8
5.91,26.8
5.92,26.8
5.93,26.8
5.94,26.8
5.95,26.8
5.96,26.8
5.97,26.8
5.98,26.8
5.99,26.8
6,26.8
6.01,26.8
6.02,26.8
6.03,26.8
6.04,26.8
6.05,26.8
6.06,26.8
6.07,26.8
6.08,26.8
6.09,26.8
6.1,26.8
6.11,26.8
6.12,26.8
6.13,26.8
6.14,26.8
6.15,26.8
6.16,26.8
6.17,26.8
6.18,26.8
6.19,26.8
6.2,26.8
6.21,26.8
6.22,26.8
6.23,26.8
6.24,26.8
6.25,26.8
6.26,26.81
6.27,26.81
6.28,26.81
6.29,26.81
6.3,26.8
6.31,26.81
6.32,26.8
6.33,26.8
6.34,26.8
6.35,26.81
6.36,26.8
6.37,26.8
6.38,26.81
6.39,26.8
6.4,26.81
6.41,26.81
6.42,26.81
6.43,26.8
6.44,26.81
6.45,26.81
6.46,26.8
6.47,26.81
6.48,26.81
6.49,26.81
6.5,26.81
6.51,26.81
6.52,26.81
6.53,26.81
6.54,26.81
6.55,26.81
6.56,26.81
6.57,26.81
6.58,26.81
6.59,26.81
6.6,26.81
6.61,26.81
6.62,26.81
6.63,26.81
6.64,26.81
6.65,26.81
6.66,26.81
6.67,26.81
6.68,26.81
6.69,26.81
6.7,26.81
6.71,26.81
6.72,26.81
6.73,26.81
6.74,26.81
6.75,26.82
6.76,26.82
6.77,26.82
6.78,26.82
6.79,26.82
6.8,26.82
6.81,26.82
6.82,26.82
6.83,26.82
6.84,26.82
6.85,26.82
6.86,26.82
6.87,26.82
6.88,26.82
6.89,26.82
6.9,26.82
6.91,26.82
6.92,26.82
6.93,26.82
6.94,26.82
6.95,26.82
6.96,26.82
6.97,26.82
6.98,26.82
6.99,26.82
7,26.82
7.01,26.82
7.02,26.82
7.03,26.82
7.04,26.82
7.05,26.83
7.06,26.83
7.07,26.83
7.08,26.82
7.09,26.82
7.1,26.83
7.11,26.83
7.12,26.83
7.13,26.83
7.14,26.83
7.15,26.83
7.16,26.83
7.17,26.83
7.18,26.83
7.19,26.83
7.2,26.83
7.21,26.83
7.22,26.83
7.23,26.83
7.24,26.83
7.25,26.83
7.26,26.83
7.27,26.83
7.28,26.83
7.29,26.83
7.3,26.83
7.31,26.83
7.32,26.83
7.33,26.83
7.34,26.83
7.35,26.83
7.36,26.83
7.37,26.83
7.38,26.83
7.39,26.83
7.4,26.83
7.41,26.83
7.42,26.83
7.43,26.83
7.44,26.83
7.45,26.83
7.46,26.83
7.47,26.84
7.48,26.83
7.49,26.83
7.5,26.83
7.51,26.83
7.52,26.83
7.53,26.84
7.54,26.84
7.55,26.84
7.56,26.84
7.57,26.84
7.58,26.84
7.59,26.84
7.6,26.84
7.61,26.84
7.62,26.84
7.63,26.84
7.64,26.84
7.65,26.84
7.66,26.84
7.67,26.84
7.68,26.84
7.69,26.84
7.7,26.84
7.71,26.84
7.72,26.84
7.73,26.84
7.74,26.84
7.75,26.84
7.76,26.84
7.77,26.84
7.78,26.84
7.79,26.84
7.8,26.84
7.81,26.84
7.82,26.84
7.83,26.84
7.84,26.84
7.85,26.84
7.86,26.84
7.87,26.84
7.88,26.84
7.89,26.84
7.9,26.84
7.91,26.84
7.92,26.84
7.93,26.84
7.94,26.84
7.95,26.85
7.96,26.84
7.97,26.84
7.98,26.84
7.99,26.85
8,26.84
8.01,26.84
8.02,26.85
8.03,26.85
8.04,26.85
8.05,26.85
8.06,26.85
8.07,26.85
8.08,26.85
8.09,26.85
8.1,26.85
8.11,26.85
8.12,26.85
8.13,26.85
8.14,26.85
8.15,26.85
8.16,26.85
8.17,26.85
8.18,26.85
8.19,26.85
8.2,26.85
8.21,26.85
8.22,26.85
8.23,26.85
8.24,26.85
8.25,26.85
8.26,26.85
8.27,26.85
8.28,26.85
8.29,26.85
8.3,26.85
8.31,26.85
8.32,26.85
8.33,26.85
8.34,26.85
8.35,26.85
8.36,26.85
8.37,26.85
8.38,26.85
8.39,26.85
8.4,26.85
8.41,26.85
8.42,26.85
8.43,26.85
8.44,26.85
8.45,26.85
8.46,26.85
8.47,26.85
8.48,26.85
8.49,26.85
8.5,26.85
8.51,26.85
8.52,26.85
8.53,26.85
8.54,26.85
8.55,26.85
8.56,26.85
8.57,26.85
8.58,26.85
8.59,26.85
8.6,26.85
8.61,26.86
8.62,26.85
8.63,26.85
8.64,26.86
8.65,26.85
8.66,26.86
8.67,26.85
8.68,26.85
8.69,26.86
8.7,26.85
8.71,26.86
8.72,26.85
8.73,26.86
8.74,26.85
8.75,26.86
8.76,26.86
8.77,26.86
8.78,26.86
8.79,26.86
8.8,26.85
8.81,26.86
8.82,26.86
8.83,26.86
8.84,26.86
8.85,26.86
8.86,26.86
8.87,26.86
8.88,26.86
8.89,26.86
8.9,26.86
8.91,26.86
8.92,26.86
8.93,26.86
8.94,26.86
8.95,26.86
8.96,26.86
8.97,26.86
8.98,26.86
8.99,26.86
9,26.86
9.01,26.86
9.02,26.86
9.03,26.86
9.04,26.86
9.05,26.86
9.06,26.86
9.07,26.86
9.08,26.86
9.09,26.86
9.1,26.86
9.11,26.86
9.12,26.86
9.13,26.86
9.14,26.86
9.15,26.86
9.16,26.86
9.17,26.86
9.18,26.86
9.19,26.86
9.2,26.87
9.21,26.86
9.22,26.87
9.23,26.86
9.24,26.87
9.25,26.87
9.26,26.87
9.27,26.87
9.28,26.87
9.29,26.87
9.3,26.87
9.31,26.87
9.32,26.87
9.33,26.87
9.34,26.87
9.35,26.87
9.36,26.87
9.37,26.87
9.38,26.87
9.39,26.87
9.4,26.87
9.41,26.87
9.42,26.87
9.43,26.87
9.44,26.87
9.45,26.87
9.46,26.87
9.47,26.87
9.48,26.87
9.49,26.87
9.5,26.87
9.51,26.87
9.52,26.87
9.53,26.87
9.54,26.87
9.55,26.88
9.56,26.87
9.57,26.87
9.58,26.87
9.59,26.88
9.6,26.88
9.61,26.88
9.62,26.88
9.63,26.88
9.64,26.88
9.65,26.88
9.66,26.88
9.67,26.88
9.68,26.88
9.69,26.88
9.7,26.88
9.71,26.88
9.72,26.88
9.73,26.88
9.74,26.88
9.75,26.88
9.76,26.88
9.77,26.88
9.78,26.88
9.79,26.88
9.8,26.88
9.81,26.88
9.82,26.88
9.83,26.88
9.84,26.88
9.85,26.88
9.86,26.88
9.87,26.88
9.88,26.88
9.89,26.88
9.9,26.88
9.91,26.88
9.92,26.88
9.93,26.88
9.94,26.88
9.95,26.88
9.96,26.88
9.97,26.88
9.98,26.88
9.99,26.88
10,26.88
10.01,26.88
10.02,26.88
10.03,26.88
10.04,26.89
10.05,26.88
10.06,26.88
10.07,26.89
10.08,26.88
10.09,26.88
10.1,26.89
10.11,26.89
10.12,26.88
10.13,26.89
10.14,26.89
10.15,26.89
10.16,26.89
10.17,26.89
10.18,26.89
10.19,26.89
10.2,26.89
10.21,26.89
10.22,26.89
10.23,26.89
10.24,26.89
10.25,26.89
10.26,26.89
10.27,26.89
10.28,26.89
10.29,26.89
10.3,26.89
10.31,26.89
10.32,26.89
10.33,26.89
10.34,26.89
10.35,26.89
10.36,26.89
10.37,26.89
10.38,26.89
10.39,26.89
10.4,26.89
10.41,26.89
10.42,26.89
10.43,26.89
10.44,26.89
10.45,26.89
10.46,26.89
10.47,26.89
10.48,26.89
10.49,26.89
10.5,26.89
10.51,26.9
10.52,26.89
10.53,26.9
10.54,26.89
10.55,26.89
10.56,26.89
10.57,26.9
10.58,26.89
10.59,26.9
10.6,26.9
10.61,26.89
10.62,26.9
10.63,26.9
10.64,26.9
10.65,26.9
10.66,26.89
10.67,26.89
10.68,26.9
10.69,26.9
10.7,26.9
10.71,26.9
10.72,26.9
10.73,26.9
10.74,26.9
10.75,26.9
10.76,26.9
10.77,26.9
10.78,26.9
10.79,26.9
10.8,26.9
10.81,26.9
10.82,26.9
10.83,26.9
10.84,26.9
10.85,26.9
10.86,26.9
10.87,26.9
10.88,26.9
10.89,26.9
10.9,26.9
10.91,26.9
10.92,26.9
10.93,26.9
10.94,26.9
10.95,26.9
10.96,26.9
10.97,26.9
10.98,26.9
10.99,26.9
11,26.9
11.01,26.9
11.02,26.9
11.03,26.9
11.04,26.9
11.05,26.9
11.06,26.9
11.07,26.9
11.08,26.9
11.09,26.9
11.1,26.9
11.11,26.9
11.12,26.9
11.13,26.9
11.14,26.9
11.15,26.9
11.16,26.9
11.17,26.9
11.18,26.9
11.19,26.9
11.2,26.9
11.21,26.9
11.22,26.9
11.23,26.91
11.24,26.9
11.25,26.9
11.26,26.91
11.27,26.9
11.28,26.91
11.29,26.91
11.3,26.91
11.31,26.91
11.32,26.91
11.33,26.91
11.34,26.9
11.35,26.91
11.36,26.91
11.37,26.91
11.38,26.91
11.39,26.91
11.4,26.91
11.41,26.91
11.42,26.91
11.43,26.91
11.44,26.91
11.45,26.91
11.46,26.91
11.47,26.91
11.48,26.91
11.49,26.91
11.5,26.91
11.51,26.91
11.52,26.91
11.53,26.91
11.54,26.91
11.55,26.91
11.56,26.91
11.57,26.91
11.58,26.91
11.59,26.91
11.6,26.91
11.61,26.91
11.62,26.91
11.63,26.91
11.64,26.91
11.65,26.91
11.66,26.91
11.67,26.91
11.68,26.91
11.69,26.91
11.7,26.91
11.71,26.91
11.72,26.91
11.73,26.91
11.74,26.91
11.75,26.91
11.76,26.91
11.77,26.91
11.78,26.92
11.79,26.92
11.8,26.92
11.81,26.92
11.82,26.92
11.83,26.92
11.84,26.92
11.85,26.92
11.86,26.92
11.87,26.92
11.88,26.92
11.89,26.92
11.9,26.92
11.91,26.92
11.92,26.92
11.93,26.92
11.94,26.92
11.95,26.92
11.96,26.92
11.97,26.92
11.98,26.92
11.99,26.92
12,26.92
12.01,26.92
12.02,26.92
12.03,26.93
12.04,26.92
12.05,26.93
12.06,26.93
12.07,26.92
12.08,26.93
12.09,26.93
12.1,26.93
12.11,26.93
12.12,26.93
12.13,26.93
12.14,26.93
12.15,26.93
12.16,26.93
12.17,26.93
12.18,26.93
12.19,26.93
12.2,26.93
12.21,26.93
12.22,26.93
12.23,26.93
12.24,26.93
12.25,26.93
12.26,26.93
12.27,26.93
12.28,26.93
12.29,26.93
12.3,26.93
12.31,26.93
12.32,26.93
12.33,26.93
12.34,26.93
12.35,26.93
12.36,26.93
12.37,26.93
12.38,26.93
12.39,26.93
12.4,26.93
12.41,26.93
12.42,26.93
12.43,26.93
12.44,26.93
12.45,26.93
12.46,26.93
12.47,26.93
12.48,26.93
12.49,26.93
12.5,26.93
12.51,26.93
12.52,26.93
12.53,26.93
12.54,26.93
12.55,26.94
12.56,26.93
12.57,26.93
12.58,26.93
12.59,26.94
12.6,26.93
12.61,26.93
12.62,26.94
12.63,26.94
12.64,26.93
12.65,26.94
12.66,26.94
12.67,26.94
12.68,26.94
12.69,26.94
12.7,26.94
12.71,26.94
12.72,26.94
12.73,26.94
12.74,26.94
12.75,26.94
12.76,26.94
12.77,26.94
12.78,26.94
12.79,26.94
12.8,26.94
12.81,26.94
12.82,26.94
12.83,26.94
12.84,26.94
12.85,26.94
12.86,26.94
12.87,26.94
12.88,26.94
12.89,26.94
12.9,26.94
12.91,26.94
12.92,26.94
12.93,26.94
12.94,26.94
12.95,26.94
12.96,26.94
12.97,26.94
12.98,26.94
12.99,26.94
13,26.94
13.01,26.94
13.02,26.94
13.03,26.94
13.04,26.94
13.05,26.94
13.06,26.94
13.07,26.94
13.08,26.94
13.09,26.94
13.1,26.94
13.11,26.94
13.12,26.94
13.13,26.94
13.14,26.94
13.15,26.94
13.16,26.94
13.17,26.94
13.18,26.94
13.19,26.94
13.2,26.94
13.21,26.94
13.22,26.94
13.23,26.94
13.24,26.94
13.25,26.95
13.26,26.94
13.27,26.94
13.28,26.94
13.29,26.94
13.3,26.95
13.31,26.95
13.32,26.94
13.33,26.94
13.34,26.94
13.35,26.94
13.36,26.95
13.37,26.95
13.38,26.94
13.39,26.95
13.4,26.95
13.41,26.95
13.42,26.95
13.43,26.95
13.44,26.95
13.45,26.95
13.46,26.95
13.47,26.95
13.48,26.95
13.49,26.95
13.5,26.95
13.51,26.95
13.52,26.95
13.53,26.95
13.54,26.95
13.55,26.95
13.56,26.95
13.57,26.95
13.58,26.95
13.59,26.95
13.6,26.95
13.61,26.95
13.62,26.95
13.63,26.95
13.64,26.95
13.65,26.95
13.66,26.95
13.67,26.95
13.68,26.95
13.69,26.95
13.7,26.95
13.71,26.95
13.72,26.95
13.73,26.95
13.74,26.95
13.75,26.95
13.76,26.95
13.77,26.95
13.78,26.95
13.79,26.95
13.8,26.95
13.81,26.95
13.82,26.95
13.83,26.95
13.84,26.95
13.85,26.95
13.86,26.95
13.87,26.95
13.88,26.95
13.89,26.95
13.9,26.95
13.91,26.95
13.92,26.95
13.93,26.95
13.94,26.95
13.95,26.95
13.96,26.95
13.97,26.95
13.98,26.95
13.99,26.95
14,26.95
14.01,26.95
14.02,26.95
14.03,26.95
14.04,26.95
14.05,26.95
14.06,26.95
14.07,26.95
14.08,26.95
14.09,26.96
14.1,26.95
14.11,26.95
14.12,26.95
14.13,26.95
14.14,26.96
14.15,26.96
14.16,26.96
14.17,26.96
14.18,26.96
14.19,26.96
14.2,26.96
14.21,26.96
14.22,26.96
14.23,26.96
14.24,26.96
14.25,26.96
14.26,26.96
14.27,26.96
14.28,26.96
14.29,26.96
14.3,26.96
14.31,26.96
14.32,26.96
14.33,26.96
14.34,26.96
14.35,26.96
14.36,26.96
14.37,26.96
14.38,26.96
14.39,26.96
14.4,26.96
14.41,26.97
14.42,26.96
14.43,26.96
14.44,26.97
14.45,26.97
14.46,26.97
14.47,26.97
14.48,26.96
14.49,26.97
14.5,26.97
14.51,26.97
14.52,26.97
14.53,26.97
14.54,26.97
14.55,26.97
14.56,26.97
14.57,26.97
14.58,26.97
14.59,26.97
14.6,26.97
14.61,26.97
14.62,26.97
14.63,26.97
14.64,26.97
14.65,26.97
14.66,26.97
14.67,26.97
14.68,26.97
14.69,26.97
14.7,26.97
14.71,26.97
14.72,26.97
14.73,26.97
14.74,26.97
14.75,26.97
14.76,26.97
14.77,26.97
14.78,26.97
14.79,26.97
14.8,26.97
14.81,26.97
14.82,26.97
14.83,26.97
14.84,26.97
14.85,26.97
14.86,26.97
14.87,26.97
14.88,26.97
14.89,26.97
14.9,26.97
14.91,26.97
14.92,26.97
14.93,26.97
14.94,26.97
14.95,26.97
14.96,26.97
14.97,26.97
14.98,26.97
14.99,26.97
15,26.97
15.01,26.97
15.02,26.97
15.03,26.97
15.04,26.98
15.05,26.97
15.06,26.97
15.07,26.97
15.08,26.98
15.09,26.97
15.1,26.97
15.11,26.97
15.12,26.97
15.13,26.97
15.14,26.98
15.15,26.98
15.16,26.97
15.17,26.98
15.18,26.98
15.19,26.97
15.2,26.98
15.21,26.98
15.22,26.98
15.23,26.98
15.24,26.98
15.25,26.98
15.26,26.98
15.27,26.98
15.28,26.98
15.29,26.98
15.3,26.98
15.31,26.98
15.32,26.98
15.33,26.98
15.34,26.98
15.35,26.98
15.36,26.98
15.37,26.98
15.38,26.98
15.39,26.98
15.4,26.98
15.41,26.98
15.42,26.98
15.43,26.98
15.44,26.98
15.45,26.98
15.46,26.98
15.47,26.98
15.48,26.98
15.49,26.98
15.5,26.98
15.51,26.98
15.52,26.98
15.53,26.98
15.54,26.98
15.55,26.98
15.56,26.98
15.57,26.98
15.58,26.98
15.59,26.98
15.6,26.98
15.61,26.98
15.62,26.98
15.63,26.98
15.64,26.98
15.65,26.98
15.66,26.98
15.67,26.98
15.68,26.98
15.69,26.98
15.7,26.98
15.71,26.98
15.72,26.98
15.73,26.98
15.74,26.98
15.75,26.98
15.76,26.98
15.77,26.98
15.78,26.98
15.79,26.98
15.8,26.98
15.81,26.98
15.82,26.98
15.83,26.98
15.84,26.98
15.85,26.99
15.86,26.98
15.87,26.98
15.88,26.98
15.89,26.98
15.9,26.98
15.91,26.98
15.92,26.98
15.93,26.98
15.94,26.98
15.95,26.98
15.96,26.98
15.97,26.99
15.98,26.98
15.99,26.98
16,26.98
16.01,26.98
16.02,26.98
16.03,26.99
16.04,26.98
16.05,26.98
16.06,26.99
16.07,26.98
16.08,26.99
16.09,26.99
16.1,26.98
16.11,26.99
16.12,26.99
16.13,26.99
16.14,26.98
16.15,26.99
16.16,26.99
16.17,26.99
16.18,26.99
16.19,26.99
16.2,26.99
16.21,26.99
16.22,26.98
16.23,26.99
16.24,26.99
16.25,26.99
16.26,26.99
16.27,26.99
16.28,26.99
16.29,26.99
16.3,26.99
16.31,26.99
16.32,26.99
16.33,26.99
16.34,26.99
16.35,26.99
16.36,26.99
16.37,26.99
16.38,26.99
16.39,26.99
16.4,26.99
16.41,26.99
16.42,26.99
16.43,26.99
16.44,26.99
16.45,26.99
16.46,27
16.47,27
16.48,27
16.49,27
16.5,27
16.51,27
16.52,27
16.53,27
16.54,27
16.55,27
16.56,27
16.57,27
16.58,27
16.59,27
16.6,27
16.61,27
16.62,27
16.63,27
16.64,27
16.65,27
16.66,27
16.67,27.01
16.68,27
16.69,27
16.7,27
16.71,27
16.72,27
16.73,27
16.74,27
16.75,27
16.76,27
16.77,27.01
16.78,27
16.79,27.01
16.8,27.01
16.81,27.01
16.82,27.01
16.83,27
16.84,27.01
16.85,27.01
16.86,27.01
16.87,27.01
16.88,27.01
16.89,27.01
16.9,27.01
16.91,27.01
16.92,27.01
16.93,27.01
16.94,27.01
16.95,27.01
16.96,27.01
16.97,27.01
16.98,27.01
16.99,27.01
17,27.01
17.01,27.01
17.02,27.01
17.03,27.01
17.04,27.01
17.05,27.01
17.06,27.01
17.07,27.01
17.08,27.01
17.09,27.01
17.1,27.01
17.11,27.01
17.12,27.01
17.13,27.01
17.14,27.01
17.15,27.01
17.16,27.01
17.17,27.01
17.18,27.01
17.19,27.01
17.2,27.01
17.21,27.01
17.22,27.01
17.23,27.01
17.24,27.01
17.25,27.01
17.26,27.01
17.27,27.01
17.28,27.01
17.29,27.01
17.3,27.02
17.31,27.02
17.32,27.02
17.33,27.01
17.34,27.02
17.35,27.02
17.36,27.02
17.37,27.02
17.38,27.02
17.39,27.02
17.4,27.02
17.41,27.02
17.42,27.02
17.43,27.02
17.44,27.02
17.45,27.02
17.46,27.02
17.47,27.02
17.48,27.02
17.49,27.02
17.5,27.02
17.51,27.02
17.52,27.02
17.53,27.02
17.54,27.02
17.55,27.02
17.56,27.02
