Tiempo (s),Temperatura 1 (°C)
17.57,27.02
17.58,27.02
17.59,27.02
17.6,27.02
17.61,27.02
17.62,27.02
17.63,27.02
17.64,27.02
17.65,27.02
17.66,27.02
17.67,27.02
17.68,27.02
17.69,27.02
17.7,27.02
17.71,27.02
17.72,27.02
17.73,27.02
17.74,27.02
17.75,27.02
17.76,27.02
17.77,27.02
17.78,27.02
17.79,27.02
17.8,27.02
17.81,27.02
17.82,27.02
17.83,27.02
17.84,27.02
17.85,27.02
17.86,27.03
17.87,27.03
17.88,27.03
17.89,27.02
17.9,27.03
17.91,27.03
17.92,27.02
17.93,27.03
17.94,27.02
17.95,27.02
17.96,27.02
17.97,27.03
17.98,27.02
17.99,27.02
18,27.03
18.01,27.03
18.02,27.03
18.03,27.03
18.04,27.03
18.05,27.03
18.06,27.03
18.07,27.03
18.08,27.03
18.09,27.03
18.1,27.03
18.11,27.03
18.12,27.03
18.13,27.03
18.14,27.03
18.15,27.03
18.16,27.03
18.17,27.03
18.18,27.03
18.19,27.03
18.2,27.03
18.21,27.03
18.22,27.03
18.23,27.03
18.24,27.03
18.25,27.03
18.26,27.03
18.27,27.03
18.28,27.03
18.29,27.03
18.3,27.03
18.31,27.03
18.32,27.03
18.33,27.03
18.34,27.03
18.35,27.03
18.36,27.03
18.37,27.03
18.38,27.03
18.39,27.03
18.4,27.03
18.41,27.03
18.42,27.03
18.43,27.03
18.44,27.03
18.45,27.03
18.46,27.03
18.47,27.03
18.48,27.03
18.49,27.03
18.5,27.03
18.51,27.03
18.52,27.03
18.53,27.03
18.54,27.03
18.55,27.03
18.56,27.03
18.57,27.03
18.58,27.03
18.59,27.03
18.6,27.03
18.61,27.03
18.62,27.03
18.63,27.03
18.64,27.03
18.65,27.03
18.66,27.03
18.67,27.03
18.68,27.03
18.69,27.03
18.7,27.03
18.71,27.03
18.72,27.03
18.73,27.03
18.74,27.03
18.75,27.04
18.76,27.04
18.77,27.04
18.78,27.03
18.79,27.04
18.8,27.03
18.81,27.04
18.82,27.04
18.83,27.04
18.84,27.04
18.85,27.04
18.86,27.04
18.87,27.04
18.88,27.04
18.89,27.04
18.9,27.04
18.91,27.04
18.92,27.04
18.93,27.04
18.94,27.04
18.95,27.04
18.96,27.04
18.97,27.04
18.98,27.04
18.99,27.04
19,27.04
19.01,27.05
19.02,27.04
19.03,27.05
19.04,27.05
19.05,27.05
19.06,27.05
19.07,27.05
19.08,27.05
19.09,27.05
19.1,27.04
19.11,27.05
19.12,27.05
19.13,27.05
19.14,27.05
19.15,27.05
19.16,27.05
19.17,27.05
19.18,27.05
19.19,27.05
19.2,27.05
19.21,27.05
19.22,27.05
19.23,27.05
19.24,27.05
19.25,27.05
19.26,27.05
19.27,27.05
19.28,27.05
19.29,27.05
19.3,27.05
19.31,27.05
19.32,27.05
19.33,27.05
19.34,27.05
19.35,27.05
19.36,27.05
19.37,27.05
19.38,27.05
19.39,27.05
19.4,27.05
19.41,27.05
19.42,27.05
19.43,27.06
19.44,27.05
19.45,27.05
19.46,27.06
19.47,27.06
19.48,27.06
19.49,27.06
19.5,27.05
19.51,27.05
19.52,27.06
19.53,27.05
19.54,27.05
19.55,27.05
19.56,27.06
19.57,27.05
19.58,27.06
19.59,27.05
19.6,27.06
19.61,27.06
19.62,27.06
19.63,27.06
19.64,27.06
19.65,27.06
19.66,27.06
19.67,27.06
19.68,27.06
19.69,27.06
19.7,27.06
19.71,27.06
19.72,27.06
19.73,27.06
19.74,27.06
19.75,27.06
19.76,27.06
19.77,27.06
19.78,27.06
19.79,27.06
19.8,27.06
19.81,27.06
19.82,27.06
19.83,27.06
19.84,27.06
19.85,27.06
19.86,27.06
19.87,27.06
19.88,27.06
19.89,27.06
19.9,27.06
19.91,27.06
19.92,27.06
19.93,27.06
19.94,27.06
19.95,27.06
19.96,27.06
19.97,27.06
19.98,27.06
19.99,27.06
20,27.06
20.01,27.06
20.02,27.06
20.03,27.06
20.04,27.06
20.05,27.06
20.06,27.06
20.07,27.06
20.08,27.06
20.09,27.06
20.1,27.06
20.11,27.06
20.12,27.06
20.13,27.06
20.14,27.06
20.15,27.06
20.16,27.06
20.17,27.06
20.18,27.06
20.19,27.06
20.2,27.06
20.21,27.07
20.22,27.06
20.23,27.06
20.24,27.06
20.25,27.07
20.26,27.06
20.27,27.07
20.28,27.06
20.29,27.07
20.3,27.06
20.31,27.07
20.32,27.07
20.33,27.06
20.34,27.07
20.35,27.07
20.36,27.07
20.37,27.07
20.38,27.07
20.39,27.07
20.4,27.07
20.41,27.07
20.42,27.07
20.43,27.07
20.44,27.07
20.45,27.07
20.46,27.07
20.47,27.07
20.48,27.07
20.49,27.07
20.5,27.07
20.51,27.07
20.52,27.07
20.53,27.07
20.54,27.07
20.55,27.07
20.56,27.07
20.57,27.07
20.58,27.07
20.59,27.07
20.6,27.07
20.61,27.07
20.62,27.07
20.63,27.07
20.64,27.07
20.65,27.07
20.66,27.07
20.67,27.07
20.68,27.07
20.69,27.07
20.7,27.07
20.71,27.07
20.72,27.07
20.73,27.07
20.74,27.07
20.75,27.07
20.76,27.07
20.77,27.07
20.78,27.07
20.79,27.07
20.8,27.07
20.81,27.07
20.82,27.07
20.83,27.07
20.84,27.07
20.85,27.07
20.86,27.07
20.87,27.07
20.88,27.07
20.89,27.07
20.9,27.07
20.91,27.07
20.92,27.07
20.93,27.07
20.94,27.07
20.95,27.07
20.96,27.07
20.97,27.07
20.98,27.07
20.99,27.07
21,27.07
21.01,27.07
21.02,27.07
21.03,27.07
21.04,27.07
21.05,27.07
21.06,27.07
21.07,27.07
21.08,27.07
21.09,27.07
21.1,27.07
21.11,27.07
21.12,27.07
21.13,27.07
21.14,27.07
21.15,27.07
21.16,27.07
21.17,27.07
21.18,27.07
21.19,27.08
21.2,27.08
21.21,27.08
21.22,27.08
21.23,27.08
21.24,27.08
21.25,27.08
21.26,27.08
21.27,27.08
21.28,27.08
21.29,27.08
21.3,27.08
21.31,27.08
21.32,27.08
21.33,27.08
21.34,27.08
21.35,27.08
21.36,27.08
21.37,27.08
21.38,27.09
21.39,27.09
21.4,27.08
21.41,27.09
21.42,27.09
21.43,27.09
21.44,27.09
21.45,27.09
21.46,27.09
21.47,27.09
21.48,27.09
21.49,27.09
21.5,27.09
21.51,27.09
21.52,27.09
