Tiempo (s),Temperatura 1 (°C)
1.43,27.09
1.44,27.09
1.45,27.09
1.46,27.09
1.47,27.09
1.48,27.09
1.49,27.09
1.5,27.09
1.51,27.09
1.52,27.09
1.53,27.09
1.54,27.09
1.55,27.09
1.56,27.09
1.57,27.09
1.58,27.09
1.59,27.09
1.6,27.09
1.61,27.09
1.62,27.09
1.63,27.09
1.64,27.09
1.65,27.09
1.66,27.09
1.67,27.09
1.68,27.09
1.69,27.09
1.7,27.09
1.71,27.09
1.72,27.09
1.73,27.09
1.74,27.09
1.75,27.09
1.76,27.09
1.77,27.09
1.78,27.1
1.79,27.09
1.8,27.09
1.81,27.1
1.82,27.1
1.83,27.1
1.84,27.09
1.85,27.1
1.86,27.1
1.87,27.1
1.88,27.1
1.89,27.1
1.9,27.1
1.91,27.1
1.92,27.1
1.93,27.1
1.94,27.1
1.95,27.1
1.96,27.1
1.97,27.1
1.98,27.1
1.99,27.1
2,27.1
2.01,27.1
2.02,27.1
2.03,27.1
2.04,27.1
2.05,27.1
2.06,27.1
2.07,27.1
2.08,27.1
2.09,27.1
2.1,27.1
2.11,27.1
2.12,27.1
2.13,27.1
2.14,27.1
2.15,27.1
2.16,27.1
2.17,27.1
2.18,27.1
2.19,27.1
2.2,27.1
2.21,27.1
2.22,27.1
2.23,27.1
2.24,27.1
2.25,27.1
2.26,27.1
2.27,27.1
2.28,27.1
2.29,27.1
2.3,27.1
2.31,27.1
2.32,27.1
2.33,27.1
2.34,27.1
2.35,27.1
2.36,27.1
2.37,27.1
2.38,27.1
2.39,27.1
2.4,27.1
2.41,27.1
2.42,27.1
2.43,27.1
2.44,27.1
2.45,27.1
2.46,27.1
2.47,27.1
2.48,27.1
2.49,27.1
2.5,27.1
2.51,27.1
2.52,27.11
2.53,27.11
2.54,27.1
2.55,27.1
2.56,27.1
2.57,27.1
2.58,27.1
2.59,27.1
2.6,27.1
2.61,27.11
2.62,27.11
2.63,27.11
2.64,27.11
2.65,27.11
2.66,27.11
2.67,27.11
2.68,27.11
2.69,27.11
2.7,27.11
2.71,27.11
2.72,27.11
2.73,27.11
2.74,27.11
2.75,27.11
2.76,27.11
2.77,27.11
2.78,27.11
2.79,27.11
2.8,27.11
2.81,27.11
2.82,27.11
2.83,27.11
2.84,27.11
2.85,27.11
2.86,27.11
2.87,27.11
2.88,27.11
2.89,27.11
2.9,27.11
2.91,27.11
2.92,27.11
2.93,27.11
2.94,27.11
2.95,27.11
2.96,27.11
2.97,27.11
2.98,27.11
2.99,27.11
3,27.11
3.01,27.11
3.02,27.11
3.03,27.11
3.04,27.11
3.05,27.11
3.06,27.11
3.07,27.11
3.08,27.11
3.09,27.11
3.1,27.11
3.11,27.11
3.12,27.11
3.13,27.11
3.14,27.11
3.15,27.11
3.16,27.11
3.17,27.11
3.18,27.11
3.19,27.11
3.2,27.11
3.21,27.11
3.22,27.11
3.23,27.11
3.24,27.11
3.25,27.11
3.26,27.11
3.27,27.11
3.28,27.11
3.29,27.11
3.3,27.11
3.31,27.11
3.32,27.11
3.33,27.11
3.34,27.12
3.35,27.12
3.36,27.12
3.37,27.12
3.38,27.12
3.39,27.12
3.4,27.12
3.41,27.12
3.42,27.12
3.43,27.12
3.44,27.12
3.45,27.12
3.46,27.12
3.47,27.12
3.48,27.12
3.49,27.12
3.5,27.12
3.51,27.13
3.52,27.13
3.53,27.13
3.54,27.13
3.55,27.13
3.56,27.13
3.57,27.13
3.58,27.13
3.59,27.13
3.6,27.13
3.61,27.13
3.62,27.13
3.63,27.13
3.64,27.13
3.65,27.13
3.66,27.13
3.67,27.13
3.68,27.13
3.69,27.13
3.7,27.13
3.71,27.13
3.72,27.13
3.73,27.13
3.74,27.13
3.75,27.13
3.76,27.14
3.77,27.13
3.78,27.13
3.79,27.14
3.8,27.14
3.81,27.13
3.82,27.14
3.83,27.14
3.84,27.14
3.85,27.13
3.86,27.14
3.87,27.14
3.88,27.14
3.89,27.14
3.9,27.14
3.91,27.14
3.92,27.14
3.93,27.14
3.94,27.14
3.95,27.14
3.96,27.14
3.97,27.14
3.98,27.14
3.99,27.14
4,27.14
4.01,27.14
4.02,27.14
4.03,27.14
4.04,27.14
4.05,27.14
4.06,27.14
4.07,27.14
4.08,27.14
4.09,27.14
4.1,27.14
4.11,27.14
4.12,27.14
4.13,27.14
4.14,27.14
4.15,27.14
4.16,27.14
4.17,27.14
4.18,27.14
4.19,27.14
4.2,27.15
4.21,27.14
4.22,27.14
4.23,27.14
4.24,27.14
4.25,27.14
4.26,27.14
4.27,27.14
4.28,27.14
4.29,27.14
4.3,27.14
4.31,27.14
4.32,27.15
4.33,27.15
4.34,27.15
4.35,27.14
4.36,27.15
4.37,27.15
4.38,27.15
4.39,27.15
4.4,27.15
4.41,27.15
4.42,27.15
4.43,27.15
4.44,27.15
4.45,27.15
4.46,27.15
4.47,27.15
4.48,27.15
4.49,27.15
4.5,27.15
4.51,27.15
4.52,27.15
4.53,27.15
4.54,27.15
4.55,27.15
4.56,27.15
4.57,27.15
4.58,27.15
4.59,27.15
4.6,27.15
4.61,27.15
4.62,27.15
4.63,27.15
4.64,27.15
4.65,27.15
4.66,27.15
4.67,27.15
4.68,27.15
4.69,27.15
4.7,27.15
4.71,27.15
4.72,27.15
4.73,27.15
4.74,27.15
4.75,27.15
4.76,27.15
4.77,27.15
4.78,27.15
4.79,27.15
4.8,27.16
4.81,27.15
4.82,27.15
4.83,27.15
4.84,27.15
4.85,27.15
4.86,27.15
4.87,27.15
4.88,27.15
4.89,27.15
4.9,27.15
4.91,27.16
4.92,27.15
4.93,27.16
4.94,27.16
4.95,27.16
4.96,27.15
4.97,27.16
4.98,27.16
4.99,27.15
5,27.16
5.01,27.16
5.02,27.16
5.03,27.16
5.04,27.16
5.05,27.15
5.06,27.16
5.07,27.16
5.08,27.16
5.09,27.16
5.1,27.16
5.11,27.16
5.12,27.16
5.13,27.15
5.14,27.16
5.15,27.16
5.16,27.16
5.17,27.16
5.18,27.16
5.19,27.16
5.2,27.16
5.21,27.16
5.22,27.16
5.23,27.16
5.24,27.16
5.25,27.16
5.26,27.16
5.27,27.16
5.28,27.16
5.29,27.16
5.3,27.16
5.31,27.16
5.32,27.16
5.33,27.16
5.34,27.16
5.35,27.16
5.36,27.16
5.37,27.16
5.38,27.16
5.39,27.16
5.4,27.16
5.41,27.16
5.42,27.16
5.43,27.16
5.44,27.16
5.45,27.16
5.46,27.16
5.47,27.16
5.48,27.16
5.49,27.16
5.5,27.16
5.51,27.16
5.52,27.16
5.53,27.16
5.54,27.16
5.55,27.16
5.56,27.16
5.57,27.16
5.58,27.16
5.59,27.16
5.6,27.16
5.61,27.16
5.62,27.16
5.63,27.16
5.64,27.16
5.65,27.16
5.66,27.16
5.67,27.16
5.68,27.16
5.69,27.16
5.7,27.17
5.71,27.16
5.72,27.16
5.73,27.16
5.74,27.16
5.75,27.16
5.76,27.17
5.77,27.17
5.78,27.17
5.79,27.17
5.8,27.17
5.81,27.17
5.82,27.17
5.83,27.17
5.84,27.17
5.85,27.17
5.86,27.17
5.87,27.17
5.88,27.17
5.89,27.17
5.9,27.17
5.91,27.17
5.92,27.17
5.93,27.17
5.94,27.18
5.95,27.18
5.96,27.18
5.97,27.18
5.98,27.18
5.99,27.18
6,27.18
6.01,27.18
6.02,27.18
6.03,27.18
6.04,27.18
6.05,27.18
6.06,27.18
6.07,27.18
6.08,27.18
6.09,27.18
6.1,27.18
6.11,27.18
6.12,27.18
6.13,27.18
6.14,27.18
6.15,27.18
6.16,27.18
6.17,27.18
6.18,27.18
6.19,27.18
6.2,27.18
6.21,27.18
6.22,27.18
6.23,27.18
6.24,27.18
6.25,27.18
6.26,27.18
6.27,27.18
6.28,27.18
6.29,27.18
6.3,27.18
6.31,27.18
6.32,27.18
6.33,27.19
6.34,27.19
6.35,27.18
6.36,27.19
6.37,27.19
6.38,27.19
6.39,27.19
6.4,27.19
6.41,27.19
6.42,27.19
6.43,27.19
6.44,27.19
6.45,27.19
6.46,27.19
6.47,27.19
6.48,27.19
6.49,27.19
6.5,27.19
6.51,27.19
6.52,27.19
6.53,27.19
6.54,27.19
6.55,27.19
6.56,27.19
6.57,27.19
6.58,27.19
6.59,27.19
6.6,27.19
6.61,27.19
6.62,27.19
6.63,27.19
6.64,27.19
6.65,27.19
6.66,27.19
6.67,27.19
6.68,27.19
6.69,27.19
6.7,27.19
6.71,27.19
6.72,27.19
6.73,27.19
6.74,27.19
6.75,27.19
6.76,27.19
6.77,27.19
6.78,27.19
6.79,27.2
6.8,27.2
6.81,27.19
6.82,27.19
6.83,27.2
6.84,27.2
6.85,27.19
6.86,27.2
6.87,27.2
6.88,27.2
6.89,27.2
6.9,27.2
6.91,27.2
6.92,27.2
6.93,27.2
6.94,27.2
6.95,27.2
6.96,27.2
6.97,27.2
6.98,27.2
6.99,27.2
7,27.2
7.01,27.2
7.02,27.2
7.03,27.2
7.04,27.2
7.05,27.2
7.06,27.2
7.07,27.2
7.08,27.2
7.09,27.2
7.1,27.2
7.11,27.2
7.12,27.2
7.13,27.2
7.14,27.2
7.15,27.2
7.16,27.2
7.17,27.2
7.18,27.2
7.19,27.2
7.2,27.2
7.21,27.2
7.22,27.2
7.23,27.2
7.24,27.2
7.25,27.2
7.26,27.2
7.27,27.2
7.28,27.2
7.29,27.2
7.3,27.2
7.31,27.2
7.32,27.2
7.33,27.2
7.34,27.21
7.35,27.21
7.36,27.21
7.37,27.21
7.38,27.2
7.39,27.21
7.4,27.2
7.41,27.2
7.42,27.21
7.43,27.2
7.44,27.21
7.45,27.21
7.46,27.21
7.47,27.21
7.48,27.2
7.49,27.21
7.5,27.21
7.51,27.2
7.52,27.21
7.53,27.21
7.54,27.21
7.55,27.21
7.56,27.21
7.57,27.21
7.58,27.21
7.59,27.21
7.6,27.21
7.61,27.21
7.62,27.21
7.63,27.21
7.64,27.21
7.65,27.21
7.66,27.21
7.67,27.21
7.68,27.21
7.69,27.21
7.7,27.21
7.71,27.21
7.72,27.21
7.73,27.21
7.74,27.21
7.75,27.21
7.76,27.21
7.77,27.21
7.78,27.21
7.79,27.21
7.8,27.21
7.81,27.21
7.82,27.21
7.83,27.21
7.84,27.21
7.85,27.21
7.86,27.21
7.87,27.21
7.88,27.21
7.89,27.21
7.9,27.21
7.91,27.21
7.92,27.21
7.93,27.21
7.94,27.21
7.95,27.21
7.96,27.21
7.97,27.21
7.98,27.21
7.99,27.21
8,27.21
8.01,27.21
8.02,27.21
8.03,27.21
8.04,27.21
8.05,27.21
8.06,27.21
8.07,27.21
8.08,27.21
8.09,27.21
8.1,27.21
8.11,27.22
8.12,27.21
8.13,27.21
8.14,27.22
8.15,27.22
8.16,27.21
8.17,27.22
8.18,27.21
8.19,27.21
8.2,27.21
8.21,27.22
8.22,27.22
8.23,27.22
8.24,27.22
8.25,27.22
8.26,27.22
8.27,27.22
8.28,27.22
8.29,27.22
8.3,27.22
8.31,27.22
8.32,27.22
8.33,27.22
8.34,27.23
8.35,27.23
8.36,27.23
8.37,27.23
8.38,27.23
8.39,27.23
8.4,27.23
8.41,27.23
8.42,27.23
8.43,27.23
8.44,27.23
8.45,27.23
8.46,27.23
8.47,27.23
8.48,27.23
8.49,27.23
8.5,27.24
8.51,27.23
8.52,27.24
8.53,27.24
8.54,27.23
8.55,27.24
8.56,27.24
8.57,27.24
8.58,27.24
8.59,27.24
8.6,27.24
8.61,27.24
8.62,27.24
8.63,27.24
8.64,27.24
8.65,27.24
8.66,27.24
8.67,27.24
8.68,27.24
8.69,27.24
8.7,27.24
8.71,27.24
8.72,27.24
8.73,27.24
8.74,27.24
8.75,27.24
8.76,27.24
8.77,27.24
8.78,27.24
8.79,27.24
8.8,27.24
8.81,27.24
8.82,27.24
8.83,27.24
8.84,27.24
8.85,27.25
8.86,27.24
8.87,27.25
8.88,27.24
8.89,27.25
8.9,27.24
8.91,27.25
8.92,27.25
8.93,27.25
8.94,27.25
8.95,27.25
8.96,27.25
8.97,27.25
8.98,27.25
8.99,27.25
9,27.25
9.01,27.25
9.02,27.25
9.03,27.25
9.04,27.25
9.05,27.25
9.06,27.25
9.07,27.25
9.08,27.25
9.09,27.25
9.1,27.25
9.11,27.25
9.12,27.25
9.13,27.25
9.14,27.25
9.15,27.25
9.16,27.25
9.17,27.25
9.18,27.25
9.19,27.25
9.2,27.25
9.21,27.25
9.22,27.25
9.23,27.25
9.24,27.25
9.25,27.25
9.26,27.25
9.27,27.25
9.28,27.25
9.29,27.25
9.3,27.26
9.31,27.26
9.32,27.26
9.33,27.25
9.34,27.26
9.35,27.25
9.36,27.26
9.37,27.26
9.38,27.26
9.39,27.26
9.4,27.26
9.41,27.26
9.42,27.26
9.43,27.26
9.44,27.26
9.45,27.26
9.46,27.26
9.47,27.26
9.48,27.26
9.49,27.26
9.5,27.26
9.51,27.26
9.52,27.26
9.53,27.26
9.54,27.26
9.55,27.26
9.56,27.26
9.57,27.26
9.58,27.26
9.59,27.26
9.6,27.26
9.61,27.26
9.62,27.26
9.63,27.26
9.64,27.26
9.65,27.26
9.66,27.26
9.67,27.26
9.68,27.26
9.69,27.26
9.7,27.26
9.71,27.26
9.72,27.26
9.73,27.26
9.74,27.26
9.75,27.26
9.76,27.26
9.77,27.26
9.78,27.26
9.79,27.26
9.8,27.26
9.81,27.26
9.82,27.26
9.83,27.26
9.84,27.27
9.85,27.26
9.86,27.26
9.87,27.26
9.88,27.26
9.89,27.26
9.9,27.26
9.91,27.26
9.92,27.26
9.93,27.27
9.94,27.26
9.95,27.27
9.96,27.27
9.97,27.26
9.98,27.26
9.99,27.26
10,27.26
10.01,27.27
10.02,27.27
10.03,27.27
10.04,27.27
10.05,27.27
10.06,27.27
10.07,27.27
10.08,27.27
10.09,27.27
10.1,27.27
10.11,27.27
10.12,27.27
10.13,27.27
10.14,27.27
10.15,27.27
10.16,27.27
10.17,27.27
10.18,27.27
10.19,27.27
10.2,27.27
10.21,27.27
10.22,27.27
10.23,27.27
10.24,27.27
10.25,27.27
10.26,27.27
10.27,27.27
10.28,27.27
10.29,27.27
10.3,27.27
10.31,27.27
10.32,27.27
10.33,27.27
10.34,27.27
10.35,27.27
10.36,27.27
10.37,27.27
10.38,27.27
10.39,27.27
10.4,27.27
10.41,27.27
10.42,27.27
10.43,27.27
10.44,27.27
10.45,27.27
10.46,27.27
10.47,27.27
10.48,27.27
10.49,27.27
10.5,27.27
10.51,27.27
10.52,27.27
10.53,27.27
10.54,27.27
10.55,27.27
10.56,27.27
10.57,27.27
10.58,27.27
10.59,27.27
10.6,27.27
10.61,27.27
10.62,27.27
10.63,27.27
10.64,27.27
10.65,27.27
10.66,27.27
10.67,27.28
10.68,27.27
10.69,27.27
10.7,27.27
10.71,27.28
10.72,27.28
10.73,27.28
10.74,27.28
10.75,27.28
10.76,27.28
10.77,27.28
10.78,27.28
10.79,27.28
10.8,27.28
10.81,27.28
10.82,27.28
10.83,27.28
10.84,27.28
10.85,27.28
10.86,27.28
10.87,27.29
10.88,27.29
10.89,27.29
10.9,27.29
10.91,27.29
10.92,27.29
10.93,27.29
10.94,27.29
10.95,27.29
10.96,27.29
10.97,27.29
10.98,27.29
10.99,27.29
11,27.29
11.01,27.29
11.02,27.29
11.03,27.29
11.04,27.29
11.05,27.29
11.06,27.29
11.07,27.29
11.08,27.29
11.09,27.3
11.1,27.3
11.11,27.3
11.12,27.3
11.13,27.3
11.14,27.3
11.15,27.3
11.16,27.29
11.17,27.3
11.18,27.3
11.19,27.3
11.2,27.3
11.21,27.3
11.22,27.3
11.23,27.3
11.24,27.3
11.25,27.3
11.26,27.3
11.27,27.3
11.28,27.3
11.29,27.3
11.3,27.3
11.31,27.3
11.32,27.3
11.33,27.3
11.34,27.3
11.35,27.3
11.36,27.3
11.37,27.3
11.38,27.3
11.39,27.3
11.4,27.3
11.41,27.3
11.42,27.3
11.43,27.3
11.44,27.3
11.45,27.3
11.46,27.3
11.47,27.3
11.48,27.3
11.49,27.3
11.5,27.3
11.51,27.3
11.52,27.3
11.53,27.31
11.54,27.3
11.55,27.3
11.56,27.3
11.57,27.3
11.58,27.31
11.59,27.31
11.6,27.3
11.61,27.31
11.62,27.31
11.63,27.31
11.64,27.3
11.65,27.31
11.66,27.31
11.67,27.31
11.68,27.31
11.69,27.31
11.7,27.31
11.71,27.31
11.72,27.31
11.73,27.31
11.74,27.31
11.75,27.31
11.76,27.31
11.77,27.31
11.78,27.31
11.79,27.31
11.8,27.31
11.81,27.31
11.82,27.31
11.83,27.31
11.84,27.31
11.85,27.31
11.86,27.31
11.87,27.31
11.88,27.31
11.89,27.31
11.9,27.31
11.91,27.31
11.92,27.31
11.93,27.31
11.94,27.31
11.95,27.31
11.96,27.31
11.97,27.31
11.98,27.31
11.99,27.31
12,27.31
12.01,27.31
12.02,27.31
12.03,27.31
12.04,27.31
12.05,27.31
12.06,27.31
12.07,27.32
12.08,27.31
12.09,27.32
12.1,27.31
12.11,27.32
12.12,27.32
12.13,27.32
12.14,27.32
12.15,27.32
12.16,27.32
12.17,27.31
12.18,27.32
12.19,27.32
12.2,27.32
12.21,27.32
12.22,27.31
12.23,27.32
12.24,27.32
12.25,27.32
12.26,27.32
12.27,27.32
12.28,27.32
12.29,27.32
12.3,27.32
12.31,27.32
12.32,27.32
12.33,27.32
12.34,27.32
12.35,27.32
12.36,27.32
12.37,27.32
12.38,27.32
12.39,27.32
12.4,27.32
12.41,27.32
12.42,27.32
12.43,27.32
12.44,27.32
12.45,27.32
12.46,27.32
12.47,27.32
12.48,27.32
12.49,27.32
12.5,27.32
12.51,27.32
12.52,27.32
12.53,27.32
12.54,27.32
12.55,27.32
12.56,27.32
12.57,27.32
12.58,27.32
12.59,27.32
12.6,27.32
12.61,27.32
12.62,27.32
12.63,27.32
12.64,27.32
12.65,27.32
12.66,27.32
12.67,27.32
12.68,27.32
12.69,27.32
12.7,27.32
12.71,27.32
12.72,27.32
12.73,27.32
12.74,27.32
12.75,27.32
12.76,27.32
12.77,27.32
12.78,27.32
12.79,27.32
12.8,27.32
12.81,27.33
12.82,27.33
12.83,27.33
12.84,27.33
12.85,27.32
12.86,27.33
12.87,27.33
12.88,27.32
12.89,27.32
12.9,27.33
12.91,27.32
12.92,27.32
12.93,27.32
12.94,27.33
12.95,27.33
12.96,27.33
12.97,27.32
12.98,27.33
12.99,27.33
13,27.33
13.01,27.33
13.02,27.33
13.03,27.33
13.04,27.33
13.05,27.33
13.06,27.33
13.07,27.33
13.08,27.33
13.09,27.33
13.1,27.33
13.11,27.33
13.12,27.33
13.13,27.33
13.14,27.33
13.15,27.33
13.16,27.33
13.17,27.33
13.18,27.33
13.19,27.33
13.2,27.33
13.21,27.33
13.22,27.33
13.23,27.33
13.24,27.34
13.25,27.34
13.26,27.34
13.27,27.34
13.28,27.34
13.29,27.34
13.3,27.34
13.31,27.34
13.32,27.34
13.33,27.35
13.34,27.34
13.35,27.34
13.36,27.35
13.37,27.35
13.38,27.35
13.39,27.35
13.4,27.35
13.41,27.35
13.42,27.35
13.43,27.35
13.44,27.35
13.45,27.35
13.46,27.35
13.47,27.35
13.48,27.35
13.49,27.35
13.5,27.35
13.51,27.35
13.52,27.35
13.53,27.35
13.54,27.35
13.55,27.35
13.56,27.35
13.57,27.35
13.58,27.35
13.59,27.35
13.6,27.35
13.61,27.35
13.62,27.35
13.63,27.35
13.64,27.35
13.65,27.35
13.66,27.35
13.67,27.35
13.68,27.36
13.69,27.36
13.7,27.35
13.71,27.35
13.72,27.36
13.73,27.35
13.74,27.36
13.75,27.36
13.76,27.36
13.77,27.36
13.78,27.36
13.79,27.36
13.8,27.36
13.81,27.36
13.82,27.36
13.83,27.36
13.84,27.36
13.85,27.36
13.86,27.36
13.87,27.36
13.88,27.36
13.89,27.36
13.9,27.36
13.91,27.36
13.92,27.36
13.93,27.36
13.94,27.36
13.95,27.36
13.96,27.36
13.97,27.36
13.98,27.36
13.99,27.36
14,27.36
14.01,27.36
14.02,27.36
14.03,27.36
14.04,27.36
14.05,27.36
14.06,27.36
14.07,27.36
14.08,27.36
14.09,27.36
14.1,27.36
14.11,27.37
14.12,27.36
14.13,27.37
14.14,27.36
14.15,27.36
14.16,27.37
14.17,27.36
14.18,27.37
14.19,27.37
14.2,27.36
14.21,27.37
14.22,27.37
14.23,27.37
14.24,27.37
14.25,27.37
14.26,27.37
14.27,27.37
14.28,27.37
14.29,27.37
14.3,27.37
14.31,27.37
14.32,27.37
14.33,27.37
14.34,27.37
14.35,27.37
14.36,27.37
14.37,27.37
14.38,27.37
14.39,27.37
14.4,27.37
14.41,27.37
14.42,27.37
14.43,27.37
14.44,27.37
14.45,27.37
14.46,27.37
14.47,27.37
14.48,27.37
14.49,27.37
14.5,27.37
14.51,27.37
14.52,27.37
14.53,27.37
14.54,27.37
14.55,27.37
14.56,27.37
14.57,27.37
14.58,27.37
14.59,27.37
14.6,27.37
14.61,27.37
14.62,27.37
14.63,27.37
14.64,27.37
14.65,27.37
14.66,27.37
14.67,27.37
14.68,27.37
14.69,27.37
14.7,27.37
14.71,27.37
14.72,27.37
14.73,27.37
14.74,27.37
14.75,27.37
14.76,27.37
14.77,27.37
14.78,27.37
14.79,27.37
14.8,27.37
14.81,27.37
14.82,27.37
14.83,27.37
14.84,27.38
14.85,27.38
14.86,27.37
14.87,27.37
14.88,27.38
14.89,27.38
14.9,27.38
14.91,27.37
14.92,27.37
14.93,27.38
14.94,27.38
14.95,27.38
14.96,27.38
14.97,27.38
14.98,27.38
14.99,27.38
15,27.38
15.01,27.38
15.02,27.38
15.03,27.38
15.04,27.38
15.05,27.38
15.06,27.38
15.07,27.38
15.08,27.38
15.09,27.38
15.1,27.38
15.11,27.38
15.12,27.38
15.13,27.38
15.14,27.38
15.15,27.38
15.16,27.38
15.17,27.38
15.18,27.38
15.19,27.38
15.2,27.38
15.21,27.38
15.22,27.38
15.23,27.38
15.24,27.38
15.25,27.38
15.26,27.38
15.27,27.38
15.28,27.38
15.29,27.38
15.3,27.38
15.31,27.38
15.32,27.38
15.33,27.38
15.34,27.38
15.35,27.38
15.36,27.38
15.37,27.38
15.38,27.38
15.39,27.38
15.4,27.38
15.41,27.38
15.42,27.38
15.43,27.38
15.44,27.38
15.45,27.38
15.46,27.38
15.47,27.38
15.48,27.38
15.49,27.38
15.5,27.38
15.51,27.38
15.52,27.38
15.53,27.38
15.54,27.38
15.55,27.38
15.56,27.39
15.57,27.39
15.58,27.39
15.59,27.38
15.6,27.38
15.61,27.38
15.62,27.38
15.63,27.38
15.64,27.39
15.65,27.39
15.66,27.39
15.67,27.39
15.68,27.39
15.69,27.39
15.7,27.39
15.71,27.39
15.72,27.39
15.73,27.39
15.74,27.4
15.75,27.4
15.76,27.4
15.77,27.39
15.78,27.39
15.79,27.4
15.8,27.4
15.81,27.4
15.82,27.4
15.83,27.4
15.84,27.4
15.85,27.4
15.86,27.4
15.87,27.4
15.88,27.4
15.89,27.4
15.9,27.4
15.91,27.4
15.92,27.4
15.93,27.4
15.94,27.4
15.95,27.4
15.96,27.4
15.97,27.4
15.98,27.4
15.99,27.4
16,27.4
16.01,27.4
16.02,27.4
16.03,27.4
16.04,27.4
16.05,27.4
16.06,27.4
16.07,27.4
16.08,27.4
16.09,27.4
16.1,27.4
16.11,27.4
16.12,27.4
16.13,27.4
16.14,27.4
16.15,27.4
16.16,27.4
16.17,27.4
16.18,27.4
16.19,27.4
16.2,27.41
16.21,27.41
16.22,27.4
16.23,27.41
16.24,27.41
16.25,27.41
16.26,27.41
16.27,27.41
16.28,27.41
16.29,27.41
16.3,27.41
16.31,27.41
16.32,27.41
16.33,27.41
16.34,27.41
16.35,27.41
16.36,27.41
16.37,27.41
16.38,27.41
16.39,27.41
16.4,27.41
16.41,27.41
16.42,27.41
16.43,27.41
16.44,27.41
16.45,27.41
16.46,27.41
16.47,27.41
16.48,27.41
16.49,27.41
16.5,27.41
16.51,27.41
16.52,27.41
16.53,27.41
16.54,27.41
16.55,27.41
16.56,27.41
16.57,27.41
16.58,27.41
16.59,27.41
16.6,27.41
16.61,27.41
16.62,27.41
16.63,27.41
16.64,27.41
16.65,27.41
16.66,27.41
16.67,27.41
16.68,27.41
16.69,27.41
16.7,27.42
16.71,27.41
16.72,27.42
16.73,27.42
16.74,27.42
16.75,27.42
16.76,27.42
16.77,27.41
16.78,27.41
16.79,27.41
16.8,27.42
16.81,27.41
16.82,27.42
16.83,27.42
16.84,27.42
16.85,27.42
16.86,27.42
16.87,27.42
16.88,27.42
16.89,27.42
16.9,27.42
16.91,27.42
16.92,27.42
16.93,27.42
16.94,27.42
16.95,27.42
16.96,27.42
16.97,27.42
16.98,27.42
16.99,27.42
17,27.42
17.01,27.42
17.02,27.42
17.03,27.42
17.04,27.42
17.05,27.42
17.06,27.42
17.07,27.42
17.08,27.42
17.09,27.42
17.1,27.42
17.11,27.42
17.12,27.42
17.13,27.42
17.14,27.42
17.15,27.42
17.16,27.42
17.17,27.42
17.18,27.42
17.19,27.42
17.2,27.42
17.21,27.42
17.22,27.42
17.23,27.42
17.24,27.42
17.25,27.42
17.26,27.42
17.27,27.42
17.28,27.42
17.29,27.42
17.3,27.42
17.31,27.42
17.32,27.42
17.33,27.42
17.34,27.42
17.35,27.42
17.36,27.42
17.37,27.42
17.38,27.42
17.39,27.42
17.4,27.42
17.41,27.42
17.42,27.42
17.43,27.42
17.44,27.42
17.45,27.42
17.46,27.42
17.47,27.42
17.48,27.42
