Tiempo (s),Temperatura 1 (°C),,,,,,T°
26.14,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.15,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.16,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.17,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.18,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.19,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.2,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.21,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.22,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.23,27.48,27.47,27.47,27.47,27.47,27.47,27.47
26.24,27.47,27.48,27.48,27.48,27.48,27.48,27.48
26.25,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.26,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.27,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.28,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.29,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.3,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.31,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.32,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.33,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.34,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.35,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.36,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.37,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.38,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.39,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.4,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.41,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.42,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.43,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.44,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.45,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.46,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.47,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.48,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.49,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.5,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.51,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.52,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.53,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.54,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.55,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.56,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.57,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.58,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.59,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.6,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.61,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.62,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.63,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.64,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.65,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.66,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.67,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.68,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.69,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.7,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.71,27.49,27.48,27.48,27.48,27.48,27.48,27.48
26.72,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.73,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.74,27.49,27.48,27.48,27.48,27.48,27.48,27.48
26.75,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.76,27.49,27.49,27.48,27.48,27.48,27.48,27.48
26.77,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.78,27.49,27.48,27.48,27.48,27.48,27.48,27.48
26.79,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.8,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.81,27.49,27.48,27.48,27.48,27.48,27.48,27.48
26.82,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.83,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.84,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.85,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.86,27.48,27.48,27.48,27.48,27.48,27.48,27.48
26.87,27.49,27.48,27.48,27.48,27.48,27.48,27.48
26.88,27.48,27.49,27.49,27.49,27.49,27.49,27.49
26.89,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.9,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.91,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.92,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.93,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.94,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.95,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.96,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.97,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.98,27.49,27.49,27.49,27.49,27.49,27.49,27.49
26.99,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.01,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.02,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.03,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.04,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.05,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.06,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.07,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.08,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.09,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.1,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.11,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.12,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.13,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.14,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.15,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.16,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.17,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.18,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.19,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.2,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.21,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.22,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.23,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.24,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.25,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.26,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.27,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.28,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.29,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.3,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.31,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.32,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.33,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.34,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.35,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.36,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.37,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.38,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.39,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.4,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.41,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.42,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.43,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.44,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.45,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.46,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.47,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.48,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.5,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.51,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.52,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.53,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.54,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.55,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.56,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.57,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.58,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.59,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.6,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.61,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.62,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.63,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.64,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.65,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.66,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.67,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.68,27.5,27.49,27.49,27.49,27.49,27.49,27.49
27.69,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.7,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.71,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.72,27.49,27.49,27.49,27.49,27.49,27.49,27.49
27.73,27.5,27.50,27.50,27.50,27.50,27.50,27.49
27.74,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.75,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.76,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.77,27.49,27.50,27.50,27.50,27.50,27.50,27.50
27.78,27.49,27.50,27.50,27.50,27.50,27.50,27.50
27.79,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.8,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.81,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.82,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.83,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.84,27.49,27.50,27.50,27.50,27.50,27.50,27.50
27.85,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.86,27.5,27.49,27.50,27.50,27.50,27.50,27.50
27.87,27.49,27.50,27.50,27.50,27.50,27.50,27.50
27.88,27.49,27.50,27.50,27.50,27.50,27.50,27.50
27.89,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.9,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.91,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.92,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.93,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.94,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.95,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.96,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.97,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.98,27.5,27.50,27.50,27.50,27.50,27.50,27.50
27.99,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.01,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.02,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.03,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.04,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.05,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.06,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.07,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.08,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.09,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.1,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.11,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.12,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.13,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.14,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.15,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.16,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.17,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.18,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.19,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.2,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.21,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.22,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.23,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.24,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.25,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.26,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.27,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.28,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.29,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.3,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.31,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.32,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.33,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.34,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.35,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.36,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.37,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.38,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.39,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.4,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.41,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.42,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.43,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.44,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.45,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.46,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.47,27.51,27.50,27.50,27.50,27.50,27.50,27.50
28.48,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.49,27.5,27.50,27.50,27.50,27.50,27.50,27.50
28.5,27.5,27.50,27.50,27.51,27.51,27.51,27.51
28.51,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.52,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.53,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.54,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.55,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.56,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.57,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.58,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.59,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.6,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.61,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.62,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.63,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.64,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.65,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.66,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.67,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.68,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.69,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.7,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.71,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.72,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.73,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.74,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.75,27.52,27.51,27.51,27.51,27.51,27.51,27.51
28.76,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.77,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.78,27.51,27.51,27.51,27.51,27.51,27.51,27.51
28.79,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.8,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.81,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.82,27.51,27.52,27.52,27.52,27.52,27.52,27.52
28.83,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.84,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.85,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.86,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.87,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.88,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.89,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.9,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.91,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.92,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.93,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.94,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.95,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.96,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.97,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.98,27.52,27.52,27.52,27.52,27.52,27.52,27.52
28.99,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.01,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.02,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.03,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.04,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.05,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.06,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.07,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.08,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.09,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.1,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.11,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.12,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.13,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.14,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.15,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.16,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.17,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.18,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.19,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.2,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.21,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.22,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.23,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.24,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.25,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.26,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.27,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.28,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.29,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.3,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.31,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.32,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.33,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.34,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.35,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.36,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.37,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.38,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.39,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.4,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.41,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.42,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.43,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.44,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.45,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.46,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.47,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.48,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.49,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.5,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.51,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.53,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.54,27.53,27.52,27.52,27.52,27.52,27.52,27.52
29.55,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.56,27.53,27.52,27.52,27.52,27.52,27.52,27.52
29.57,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.58,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.59,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.6,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.61,27.52,27.52,27.52,27.52,27.52,27.52,27.52
29.62,27.53,27.52,27.52,27.52,27.52,27.52,27.52
29.63,27.52,27.53,27.52,27.52,27.52,27.52,27.52
29.64,27.53,27.53,27.53,27.52,27.52,27.52,27.52
29.65,27.53,27.52,27.53,27.53,27.53,27.53,27.53
29.66,27.52,27.53,27.53,27.53,27.53,27.53,27.53
29.67,27.52,27.53,27.53,27.53,27.53,27.53,27.53
29.68,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.69,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.7,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.71,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.72,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.73,27.52,27.53,27.53,27.53,27.53,27.53,27.53
29.74,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.75,27.52,27.53,27.53,27.53,27.53,27.53,27.53
29.76,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.77,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.78,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.79,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.8,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.81,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.82,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.83,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.84,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.85,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.86,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.87,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.88,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.89,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.9,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.91,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.92,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.93,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.94,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.95,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.96,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.97,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.98,27.53,27.53,27.53,27.53,27.53,27.53,27.53
29.99,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.01,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.02,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.03,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.04,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.05,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.06,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.07,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.08,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.09,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.1,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.11,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.12,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.13,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.14,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.15,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.16,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.17,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.18,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.19,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.2,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.21,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.22,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.23,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.24,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.25,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.26,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.27,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.28,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.29,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.3,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.31,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.32,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.33,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.34,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.35,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.36,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.37,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.38,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.39,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.4,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.41,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.42,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.43,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.44,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.45,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.46,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.47,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.48,27.53,27.53,27.53,27.53,27.53,27.53,27.53
30.49,27.53,27.53,27.53,27.53,27.53,27.53,27.53
