Tiempo (s),Temperatura 1 (°C)
14.46,27.33
14.48,27.33
14.5,27.33
14.52,27.32
14.54,27.32
14.56,27.33
14.58,27.33
14.6,27.33
14.62,27.33
14.64,27.33
14.66,27.34
14.68,27.34
14.7,27.34
14.72,27.34
14.74,27.34
14.76,27.34
14.78,27.34
14.8,27.34
14.82,27.34
14.84,27.34
14.86,27.34
14.88,27.34
14.9,27.35
14.92,27.34
14.94,27.35
14.96,27.34
14.98,27.35
15,27.35
15.02,27.35
15.04,27.35
15.06,27.35
15.08,27.35
15.1,27.35
15.12,27.35
15.14,27.35
15.16,27.35
15.18,27.35
15.2,27.35
15.22,27.35
15.24,27.35
15.26,27.36
15.28,27.35
15.3,27.35
15.32,27.35
15.34,27.35
15.36,27.35
15.38,27.35
15.4,27.35
15.42,27.35
15.44,27.36
15.46,27.36
15.48,27.36
15.5,27.36
15.52,27.36
15.54,27.36
15.56,27.36
15.58,27.36
15.6,27.36
15.62,27.36
15.64,27.36
15.66,27.36
15.68,27.36
15.7,27.36
15.72,27.36
15.74,27.36
15.76,27.36
15.78,27.36
15.8,27.36
15.82,27.36
15.84,27.37
15.86,27.37
15.88,27.37
15.9,27.37
15.92,27.37
15.94,27.37
15.96,27.37
15.98,27.37
16,27.37
16.02,27.37
16.04,27.37
16.06,27.37
16.08,27.37
16.1,27.37
16.12,27.37
16.14,27.37
16.16,27.37
16.18,27.37
16.2,27.37
16.22,27.37
16.24,27.37
16.26,27.37
16.28,27.37
16.3,27.37
16.32,27.37
16.34,27.37
16.36,27.37
16.38,27.37
16.4,27.37
16.42,27.37
16.44,27.37
16.46,27.38
16.48,27.38
16.5,27.38
16.52,27.38
16.54,27.38
16.56,27.38
16.58,27.38
16.6,27.38
16.62,27.38
16.64,27.38
16.66,27.38
16.68,27.38
16.7,27.38
16.72,27.38
16.74,27.38
16.76,27.38
16.78,27.38
16.8,27.38
16.82,27.38
16.84,27.38
16.86,27.38
16.88,27.38
16.9,27.38
16.92,27.38
16.94,27.38
16.96,27.38
16.98,27.38
17,27.38
17.02,27.38
17.04,27.39
17.06,27.38
17.08,27.38
17.1,27.39
17.12,27.39
17.14,27.39
17.16,27.39
17.18,27.39
17.2,27.39
17.22,27.39
17.24,27.39
17.26,27.39
17.28,27.39
17.3,27.39
17.32,27.39
17.34,27.39
17.36,27.39
17.38,27.4
17.4,27.4
17.42,27.4
17.44,27.4
17.46,27.4
17.48,27.4
17.5,27.4
17.52,27.4
17.54,27.4
17.56,27.4
17.58,27.4
17.6,27.4
17.62,27.4
17.64,27.4
17.66,27.4
17.68,27.41
17.7,27.41
17.72,27.41
17.74,27.41
17.76,27.41
17.78,27.41
17.8,27.41
17.82,27.41
17.84,27.41
17.86,27.41
17.88,27.41
17.9,27.41
17.92,27.41
17.94,27.41
17.96,27.41
17.98,27.41
18,27.41
18.02,27.41
18.04,27.41
18.06,27.41
18.08,27.41
18.1,27.41
18.12,27.41
18.14,27.41
18.16,27.41
18.18,27.41
18.2,27.41
18.22,27.42
18.24,27.42
18.26,27.42
18.28,27.42
18.3,27.42
18.32,27.42
18.34,27.42
18.36,27.42
18.38,27.42
18.4,27.42
18.42,27.42
18.44,27.42
18.46,27.42
18.48,27.42
18.5,27.42
18.52,27.42
18.54,27.42
18.56,27.42
18.58,27.42
18.6,27.42
18.62,27.42
18.64,27.42
18.66,27.42
18.68,27.42
18.7,27.42
18.72,27.42
18.74,27.42
18.76,27.42
18.78,27.43
18.8,27.43
18.82,27.43
18.84,27.43
18.86,27.43
18.88,27.43
18.9,27.43
18.92,27.43
18.94,27.43
18.96,27.43
18.98,27.43
19,27.43
19.02,27.43
19.04,27.43
19.06,27.43
19.08,27.43
19.1,27.43
19.12,27.43
19.14,27.43
19.16,27.43
19.18,27.43
19.2,27.43
19.22,27.43
19.24,27.43
19.26,27.43
19.28,27.43
19.3,27.43
19.32,27.44
19.34,27.43
19.36,27.43
19.38,27.44
19.4,27.43
19.42,27.44
19.44,27.43
19.46,27.44
19.48,27.44
19.5,27.44
19.52,27.44
19.54,27.44
19.56,27.44
19.58,27.44
19.6,27.44
19.62,27.44
19.64,27.44
19.66,27.44
19.68,27.44
19.7,27.44
19.72,27.44
19.74,27.44
19.76,27.44
19.78,27.44
19.8,27.44
19.82,27.44
19.84,27.44
19.86,27.44
19.88,27.45
19.9,27.44
19.92,27.44
19.94,27.45
19.96,27.45
19.98,27.45
20,27.45
20.02,27.45
20.04,27.45
20.06,27.45
20.08,27.45
20.1,27.45
20.12,27.45
20.14,27.45
20.16,27.45
20.18,27.46
20.2,27.46
20.22,27.46
20.24,27.46
20.26,27.46
20.28,27.46
20.3,27.46
20.32,27.46
20.34,27.46
20.36,27.46
20.38,27.46
20.4,27.46
20.42,27.46
20.44,27.46
20.46,27.46
20.48,27.46
20.5,27.46
20.52,27.46
20.54,27.46
20.56,27.46
20.58,27.46
20.6,27.46
20.62,27.47
20.64,27.46
20.66,27.47
20.68,27.47
20.7,27.47
20.72,27.46
20.74,27.47
20.76,27.47
20.78,27.47
20.8,27.47
20.82,27.47
20.84,27.47
20.86,27.47
20.88,27.47
20.9,27.47
20.92,27.47
20.94,27.47
20.96,27.47
20.98,27.47
21,27.47
21.02,27.47
21.04,27.47
21.06,27.47
21.08,27.47
21.1,27.47
21.12,27.47
21.14,27.47
21.16,27.47
21.18,27.47
21.2,27.47
21.22,27.47
21.24,27.47
21.26,27.48
