Tiempo (s),Temperatura 1 (°C)
1.35,26.98
1.36,26.98
1.37,26.98
1.38,26.98
1.39,26.98
1.4,26.98
1.41,26.98
1.42,26.98
1.43,26.98
1.44,26.98
1.45,26.98
1.46,26.98
1.47,26.98
1.48,26.98
1.49,26.98
1.5,26.98
1.51,26.98
1.52,26.98
1.53,26.98
1.54,26.98
1.55,26.98
1.56,26.98
1.57,26.99
1.58,26.99
1.59,26.98
1.6,26.98
1.61,26.99
1.62,26.99
1.63,26.98
1.64,26.99
1.65,26.99
1.66,26.99
1.67,26.99
1.68,26.99
1.69,26.99
1.7,26.99
1.71,26.99
1.72,26.99
1.73,26.99
1.74,26.99
1.75,26.99
1.76,26.99
1.77,26.99
1.78,26.99
1.79,26.99
1.8,26.99
1.81,26.99
1.82,26.99
1.83,26.99
1.84,26.99
1.85,26.99
1.86,26.99
1.87,26.99
1.88,26.99
1.89,26.99
1.9,26.99
1.91,26.99
1.92,26.99
1.93,26.99
1.94,26.99
1.95,26.99
1.96,26.99
1.97,26.99
1.98,26.99
1.99,26.99
2,26.99
2.01,26.99
2.02,26.99
2.03,27
2.04,27
2.05,26.99
2.06,26.99
2.07,27
2.08,27
2.09,26.99
2.1,27
2.11,27
2.12,27
2.13,27
2.14,27
2.15,27
2.16,27
2.17,27
2.18,27
2.19,27
2.2,27
2.21,27
2.22,27
2.23,27
2.24,27
2.25,27
2.26,27
2.27,27
2.28,27
2.29,27
2.3,27
2.31,27
2.32,27.01
2.33,27.01
2.34,27.01
2.35,27.01
2.36,27.01
2.37,27.01
2.38,27.01
2.39,27.01
2.4,27.01
2.41,27.01
2.42,27.01
2.43,27.01
2.44,27.01
2.45,27.01
2.46,27.01
2.47,27.01
2.48,27.01
2.49,27.01
2.5,27.01
2.51,27.01
2.52,27.01
2.53,27.01
2.54,27.01
2.55,27.01
2.56,27.01
2.57,27.01
2.58,27.01
2.59,27.01
2.6,27.02
2.61,27.02
2.62,27.02
2.63,27.02
2.64,27.02
2.65,27.02
2.66,27.02
2.67,27.02
2.68,27.02
2.69,27.02
2.7,27.02
2.71,27.02
2.72,27.02
2.73,27.02
2.74,27.02
2.75,27.02
2.76,27.02
2.77,27.02
2.78,27.02
2.79,27.02
2.8,27.02
2.81,27.02
2.82,27.02
2.83,27.02
2.84,27.03
2.85,27.03
2.86,27.03
2.87,27.02
2.88,27.03
2.89,27.03
2.9,27.03
2.91,27.03
2.92,27.03
2.93,27.03
2.94,27.03
2.95,27.03
2.96,27.03
2.97,27.03
2.98,27.03
2.99,27.03
3,27.03
3.01,27.03
3.02,27.03
3.03,27.03
3.04,27.03
3.05,27.03
3.06,27.03
3.07,27.03
3.08,27.03
3.09,27.03
3.1,27.03
3.11,27.03
3.12,27.04
3.13,27.03
3.14,27.04
3.15,27.04
3.16,27.04
3.17,27.04
3.18,27.04
3.19,27.03
3.2,27.04
3.21,27.04
3.22,27.04
3.23,27.04
3.24,27.04
3.25,27.04
3.26,27.04
3.27,27.04
3.28,27.04
3.29,27.04
3.3,27.04
3.31,27.04
3.32,27.04
3.33,27.04
3.34,27.04
3.35,27.04
3.36,27.04
3.37,27.04
3.38,27.04
3.39,27.04
3.4,27.04
3.41,27.04
3.42,27.04
3.43,27.04
3.44,27.04
3.45,27.04
3.46,27.04
3.47,27.05
3.48,27.04
3.49,27.04
3.5,27.04
3.51,27.05
3.52,27.04
3.53,27.05
3.54,27.04
3.55,27.05
3.56,27.05
3.57,27.05
3.58,27.05
3.59,27.05
3.6,27.05
3.61,27.05
3.62,27.05
3.63,27.05
3.64,27.05
3.65,27.05
3.66,27.05
3.67,27.05
3.68,27.05
3.69,27.05
3.7,27.05
3.71,27.05
3.72,27.05
3.73,27.05
3.74,27.05
3.75,27.05
3.76,27.05
3.77,27.05
3.78,27.05
3.79,27.05
3.8,27.05
3.81,27.05
3.82,27.05
3.83,27.05
3.84,27.05
3.85,27.05
3.86,27.05
3.87,27.05
3.88,27.05
3.89,27.05
3.9,27.05
3.91,27.05
3.92,27.05
3.93,27.05
3.94,27.05
3.95,27.05
3.96,27.05
3.97,27.06
3.98,27.06
3.99,27.06
4,27.06
4.01,27.06
4.02,27.06
4.03,27.06
4.04,27.06
4.05,27.06
4.06,27.06
4.07,27.06
4.08,27.06
4.09,27.06
4.1,27.06
4.11,27.06
4.12,27.06
4.13,27.06
4.14,27.06
4.15,27.06
4.16,27.06
4.17,27.06
4.18,27.06
4.19,27.06
4.2,27.06
4.21,27.06
4.22,27.06
4.23,27.06
4.24,27.06
4.25,27.06
4.26,27.06
4.27,27.06
4.28,27.06
4.29,27.06
4.3,27.06
4.31,27.06
4.32,27.06
4.33,27.06
4.34,27.06
4.35,27.06
4.36,27.06
4.37,27.06
4.38,27.06
4.39,27.06
4.4,27.07
4.41,27.06
4.42,27.06
4.43,27.07
4.44,27.06
4.45,27.06
4.46,27.07
4.47,27.07
4.48,27.07
4.49,27.07
4.5,27.06
4.51,27.07
4.52,27.07
4.53,27.07
4.54,27.07
4.55,27.07
4.56,27.07
4.57,27.07
4.58,27.07
4.59,27.07
4.6,27.07
4.61,27.07
4.62,27.07
4.63,27.07
4.64,27.07
4.65,27.07
4.66,27.07
4.67,27.08
4.68,27.08
4.69,27.08
4.7,27.08
4.71,27.08
4.72,27.08
4.73,27.08
4.74,27.08
4.75,27.08
4.76,27.08
4.77,27.09
4.78,27.09
4.79,27.09
4.8,27.08
4.81,27.09
4.82,27.09
4.83,27.09
4.84,27.09
4.85,27.09
4.86,27.09
4.87,27.09
4.88,27.09
4.89,27.09
4.9,27.09
4.91,27.09
4.92,27.09
4.93,27.09
4.94,27.09
4.95,27.09
4.96,27.09
4.97,27.09
4.98,27.1
4.99,27.1
5,27.1
5.01,27.1
5.02,27.1
5.03,27.1
5.04,27.1
5.05,27.1
5.06,27.1
5.07,27.1
5.08,27.1
5.09,27.1
5.1,27.1
5.11,27.1
5.12,27.1
5.13,27.1
5.14,27.1
5.15,27.1
5.16,27.1
5.17,27.1
5.18,27.1
5.19,27.1
5.2,27.1
5.21,27.1
5.22,27.11
5.23,27.11
5.24,27.11
5.25,27.11
5.26,27.11
5.27,27.1
5.28,27.11
5.29,27.11
5.3,27.11
5.31,27.11
5.32,27.11
5.33,27.11
5.34,27.11
5.35,27.11
5.36,27.11
5.37,27.11
5.38,27.11
5.39,27.11
5.4,27.11
5.41,27.11
5.42,27.11
5.43,27.11
5.44,27.11
5.45,27.11
5.46,27.11
5.47,27.11
5.48,27.12
5.49,27.11
5.5,27.11
5.51,27.11
5.52,27.12
5.53,27.11
5.54,27.12
5.55,27.12
5.56,27.12
5.57,27.12
5.58,27.12
5.59,27.12
5.6,27.12
5.61,27.12
5.62,27.12
5.63,27.12
5.64,27.12
5.65,27.12
5.66,27.12
5.67,27.12
5.68,27.12
5.69,27.12
5.7,27.12
5.71,27.12
5.72,27.12
5.73,27.12
5.74,27.12
5.75,27.12
5.76,27.12
5.77,27.12
5.78,27.13
5.79,27.13
5.8,27.13
5.81,27.13
5.82,27.13
5.83,27.13
5.84,27.13
5.85,27.13
5.86,27.13
5.87,27.13
5.88,27.13
5.89,27.13
5.9,27.13
5.91,27.13
5.92,27.13
5.93,27.13
5.94,27.13
5.95,27.13
5.96,27.13
5.97,27.13
5.98,27.13
5.99,27.13
6,27.13
6.01,27.13
6.02,27.13
6.03,27.13
6.04,27.13
6.05,27.13
6.06,27.13
6.07,27.13
6.08,27.13
6.09,27.14
6.1,27.13
6.11,27.14
6.12,27.13
6.13,27.13
6.14,27.14
6.15,27.14
6.16,27.14
6.17,27.14
6.18,27.14
6.19,27.14
6.2,27.14
6.21,27.14
6.22,27.14
6.23,27.14
6.24,27.14
6.25,27.14
6.26,27.14
6.27,27.14
6.28,27.14
6.29,27.14
6.3,27.14
6.31,27.14
6.32,27.14
6.33,27.14
6.34,27.14
6.35,27.14
6.36,27.14
6.37,27.14
6.38,27.14
6.39,27.14
6.4,27.14
6.41,27.14
6.42,27.14
6.43,27.14
6.44,27.14
6.45,27.14
6.46,27.14
6.47,27.14
6.48,27.14
6.49,27.14
6.5,27.14
6.51,27.14
6.52,27.14
6.53,27.14
6.54,27.15
6.55,27.15
6.56,27.15
6.57,27.14
6.58,27.15
6.59,27.15
6.6,27.15
6.61,27.15
6.62,27.15
6.63,27.15
6.64,27.15
6.65,27.15
6.66,27.15
6.67,27.15
6.68,27.15
6.69,27.15
6.7,27.15
6.71,27.15
6.72,27.15
6.73,27.15
6.74,27.15
6.75,27.15
6.76,27.15
6.77,27.15
6.78,27.15
6.79,27.15
6.8,27.15
6.81,27.15
6.82,27.15
6.83,27.15
6.84,27.15
6.85,27.15
6.86,27.15
6.87,27.15
6.88,27.15
6.89,27.15
6.9,27.15
6.91,27.15
6.92,27.16
6.93,27.15
6.94,27.15
6.95,27.15
6.96,27.15
6.97,27.16
6.98,27.16
6.99,27.16
7,27.16
7.01,27.16
7.02,27.16
7.03,27.16
7.04,27.16
7.05,27.16
7.06,27.16
7.07,27.16
7.08,27.16
7.09,27.16
7.1,27.16
7.11,27.16
7.12,27.16
7.13,27.16
7.14,27.16
7.15,27.16
7.16,27.16
7.17,27.16
7.18,27.16
7.19,27.16
7.2,27.16
7.21,27.16
7.22,27.16
7.23,27.16
7.24,27.16
7.25,27.16
7.26,27.16
7.27,27.17
7.28,27.16
7.29,27.16
7.3,27.16
7.31,27.16
7.32,27.17
7.33,27.17
7.34,27.17
7.35,27.17
7.36,27.17
7.37,27.17
7.38,27.16
7.39,27.16
7.4,27.17
7.41,27.17
7.42,27.17
7.43,27.17
7.44,27.17
7.45,27.17
7.46,27.17
7.47,27.17
7.48,27.17
7.49,27.17
7.5,27.18
7.51,27.17
7.52,27.18
7.53,27.18
7.54,27.18
7.55,27.18
7.56,27.17
7.57,27.18
7.58,27.18
7.59,27.18
7.6,27.18
7.61,27.18
7.62,27.18
7.63,27.18
7.64,27.18
7.65,27.18
7.66,27.18
7.67,27.18
7.68,27.18
7.69,27.18
7.7,27.18
7.71,27.18
7.72,27.18
7.73,27.18
7.74,27.18
7.75,27.18
7.76,27.18
7.77,27.18
7.78,27.18
7.79,27.18
7.8,27.18
7.81,27.18
7.82,27.18
7.83,27.19
7.84,27.18
7.85,27.18
7.86,27.19
7.87,27.18
7.88,27.19
7.89,27.19
7.9,27.19
7.91,27.19
7.92,27.19
7.93,27.19
7.94,27.19
7.95,27.19
7.96,27.19
7.97,27.19
7.98,27.19
7.99,27.19
8,27.19
8.01,27.19
8.02,27.19
8.03,27.19
8.04,27.19
8.05,27.19
8.06,27.19
8.07,27.19
8.08,27.19
8.09,27.19
8.1,27.19
8.11,27.19
8.12,27.19
8.13,27.19
8.14,27.19
8.15,27.19
8.16,27.2
8.17,27.2
8.18,27.19
8.19,27.2
8.2,27.2
8.21,27.2
8.22,27.2
8.23,27.2
8.24,27.2
8.25,27.2
8.26,27.2
8.27,27.2
8.28,27.2
8.29,27.2
8.3,27.2
8.31,27.2
8.32,27.2
8.33,27.2
8.34,27.2
8.35,27.2
8.36,27.2
8.37,27.2
8.38,27.2
8.39,27.2
8.4,27.21
8.41,27.2
8.42,27.2
8.43,27.2
8.44,27.2
8.45,27.21
8.46,27.2
8.47,27.21
8.48,27.21
8.49,27.21
8.5,27.21
8.51,27.21
8.52,27.21
8.53,27.21
8.54,27.21
8.55,27.21
8.56,27.21
8.57,27.21
8.58,27.21
8.59,27.21
8.6,27.21
8.61,27.21
8.62,27.21
8.63,27.21
8.64,27.21
8.65,27.21
8.66,27.21
8.67,27.21
8.68,27.21
8.69,27.21
8.7,27.21
8.71,27.21
8.72,27.21
8.73,27.21
8.74,27.21
8.75,27.21
8.76,27.21
8.77,27.21
8.78,27.21
8.79,27.22
8.8,27.21
8.81,27.21
8.82,27.22
8.83,27.22
8.84,27.22
8.85,27.22
8.86,27.22
8.87,27.22
8.88,27.22
8.89,27.22
8.9,27.22
8.91,27.22
8.92,27.22
8.93,27.22
8.94,27.22
8.95,27.22
8.96,27.22
8.97,27.22
8.98,27.22
8.99,27.22
9,27.22
9.01,27.22
9.02,27.22
9.03,27.22
9.04,27.22
9.05,27.22
9.06,27.22
9.07,27.22
9.08,27.22
9.09,27.22
9.1,27.22
9.11,27.22
9.12,27.22
9.13,27.22
9.14,27.22
9.15,27.22
9.16,27.22
9.17,27.23
9.18,27.23
9.19,27.22
9.2,27.22
9.21,27.23
9.22,27.23
9.23,27.23
9.24,27.23
9.25,27.23
9.26,27.23
9.27,27.23
9.28,27.23
9.29,27.23
9.3,27.23
9.31,27.23
9.32,27.23
9.33,27.23
9.34,27.23
9.35,27.23
9.36,27.23
9.37,27.23
9.38,27.23
9.39,27.23
9.4,27.23
9.41,27.23
9.42,27.23
9.43,27.23
9.44,27.23
9.45,27.23
9.46,27.23
9.47,27.23
9.48,27.23
9.49,27.23
9.5,27.23
9.51,27.23
9.52,27.23
9.53,27.23
9.54,27.23
9.55,27.23
9.56,27.23
9.57,27.23
9.58,27.24
9.59,27.23
9.6,27.23
9.61,27.23
9.62,27.24
9.63,27.24
9.64,27.24
9.65,27.24
9.66,27.23
9.67,27.24
9.68,27.24
9.69,27.24
9.7,27.24
9.71,27.24
9.72,27.24
9.73,27.24
9.74,27.24
9.75,27.24
9.76,27.24
9.77,27.24
9.78,27.24
9.79,27.24
9.8,27.24
9.81,27.24
9.82,27.24
9.83,27.24
9.84,27.24
9.85,27.24
9.86,27.24
9.87,27.24
9.88,27.24
9.89,27.24
9.9,27.24
9.91,27.24
9.92,27.24
9.93,27.24
9.94,27.24
9.95,27.24
9.96,27.25
9.97,27.24
9.98,27.25
9.99,27.25
10,27.24
10.01,27.24
10.02,27.24
10.03,27.24
10.04,27.24
10.05,27.25
10.06,27.24
10.07,27.25
10.08,27.25
10.09,27.25
10.1,27.25
10.11,27.25
10.12,27.25
10.13,27.25
10.14,27.25
10.15,27.25
10.16,27.25
10.17,27.25
10.18,27.26
10.19,27.26
10.2,27.25
10.21,27.26
10.22,27.25
10.23,27.25
10.24,27.25
10.25,27.26
10.26,27.26
10.27,27.26
10.28,27.26
10.29,27.26
10.3,27.26
10.31,27.26
10.32,27.26
10.33,27.26
10.34,27.26
10.35,27.26
10.36,27.26
10.37,27.26
10.38,27.26
10.39,27.26
10.4,27.26
10.41,27.26
10.42,27.26
10.43,27.26
10.44,27.26
10.45,27.26
10.46,27.26
10.47,27.26
10.48,27.26
10.49,27.26
10.5,27.26
10.51,27.26
10.52,27.26
10.53,27.27
10.54,27.26
10.55,27.26
10.56,27.27
10.57,27.27
10.58,27.26
10.59,27.27
10.6,27.27
10.61,27.27
10.62,27.27
10.63,27.27
10.64,27.27
10.65,27.27
10.66,27.27
10.67,27.27
10.68,27.27
10.69,27.27
10.7,27.27
10.71,27.27
10.72,27.27
10.73,27.27
10.74,27.27
10.75,27.27
10.76,27.27
10.77,27.27
10.78,27.27
10.79,27.27
10.8,27.27
10.81,27.27
10.82,27.27
10.83,27.27
10.84,27.27
10.85,27.27
10.86,27.27
10.87,27.27
10.88,27.27
10.89,27.27
10.9,27.27
10.91,27.27
10.92,27.28
10.93,27.28
10.94,27.28
10.95,27.28
10.96,27.28
10.97,27.28
10.98,27.28
10.99,27.28
11,27.28
11.01,27.28
11.02,27.28
11.03,27.28
11.04,27.28
11.05,27.28
11.06,27.28
11.07,27.28
11.08,27.28
11.09,27.28
11.1,27.28
11.11,27.28
11.12,27.28
11.13,27.28
11.14,27.28
11.15,27.28
11.16,27.28
11.17,27.28
11.18,27.28
11.19,27.29
11.2,27.28
11.21,27.28
11.22,27.28
11.23,27.28
11.24,27.28
11.25,27.28
11.26,27.29
11.27,27.28
11.28,27.29
11.29,27.29
11.3,27.29
11.31,27.29
11.32,27.29
11.33,27.29
11.34,27.29
11.35,27.29
11.36,27.29
11.37,27.29
11.38,27.29
11.39,27.29
11.4,27.29
11.41,27.29
11.42,27.29
11.43,27.29
11.44,27.29
11.45,27.29
11.46,27.29
11.47,27.29
11.48,27.29
11.49,27.29
11.5,27.29
11.51,27.29
11.52,27.29
11.53,27.29
11.54,27.29
11.55,27.29
11.56,27.29
11.57,27.29
11.58,27.29
11.59,27.29
11.6,27.29
11.61,27.3
11.62,27.29
11.63,27.29
11.64,27.29
11.65,27.3
11.66,27.29
11.67,27.29
11.68,27.3
11.69,27.3
11.7,27.3
11.71,27.3
11.72,27.3
11.73,27.3
11.74,27.3
11.75,27.3
11.76,27.3
11.77,27.3
11.78,27.3
11.79,27.3
11.8,27.3
11.81,27.3
11.82,27.3
11.83,27.3
11.84,27.3
11.85,27.3
11.86,27.3
11.87,27.3
11.88,27.3
11.89,27.3
11.9,27.3
11.91,27.3
11.92,27.3
11.93,27.3
11.94,27.3
11.95,27.3
11.96,27.3
11.97,27.3
11.98,27.3
11.99,27.3
12,27.3
12.01,27.3
12.02,27.3
12.03,27.3
12.04,27.3
12.05,27.3
12.06,27.3
12.07,27.3
12.08,27.31
12.09,27.3
12.1,27.3
12.11,27.31
12.12,27.3
12.13,27.3
12.14,27.31
12.15,27.31
12.16,27.31
12.17,27.31
12.18,27.31
12.19,27.31
12.2,27.31
12.21,27.3
12.22,27.31
12.23,27.31
12.24,27.31
12.25,27.31
12.26,27.31
12.27,27.31
12.28,27.31
12.29,27.31
12.3,27.31
12.31,27.31
12.32,27.31
12.33,27.31
12.34,27.31
12.35,27.31
12.36,27.31
12.37,27.31
12.38,27.31
12.39,27.31
12.4,27.31
12.41,27.31
12.42,27.31
12.43,27.31
12.44,27.31
12.45,27.31
12.46,27.31
12.47,27.31
12.48,27.31
12.49,27.31
12.5,27.31
12.51,27.31
12.52,27.31
12.53,27.31
12.54,27.31
12.55,27.31
12.56,27.31
12.57,27.31
12.58,27.31
12.59,27.31
12.6,27.31
12.61,27.31
12.62,27.31
12.63,27.31
12.64,27.32
12.65,27.31
12.66,27.32
12.67,27.31
12.68,27.32
12.69,27.32
12.7,27.32
12.71,27.32
12.72,27.32
12.73,27.32
12.74,27.32
12.75,27.32
12.76,27.32
12.77,27.32
12.78,27.32
12.79,27.32
12.8,27.32
12.81,27.32
12.82,27.32
12.83,27.32
12.84,27.32
12.85,27.33
12.86,27.33
12.87,27.33
12.88,27.33
12.89,27.33
12.9,27.33
12.91,27.33
12.92,27.33
12.93,27.33
12.94,27.33
12.95,27.33
12.96,27.33
12.97,27.34
12.98,27.34
12.99,27.33
13,27.34
13.01,27.34
13.02,27.34
13.03,27.34
13.04,27.34
13.05,27.34
13.06,27.34
13.07,27.34
13.08,27.34
13.09,27.34
13.1,27.34
13.11,27.34
13.12,27.34
13.13,27.34
13.14,27.34
13.15,27.34
13.16,27.34
13.17,27.34
13.18,27.34
13.19,27.34
13.2,27.34
13.21,27.35
13.22,27.35
13.23,27.34
13.24,27.35
13.25,27.34
13.26,27.35
13.27,27.35
13.28,27.35
13.29,27.35
13.3,27.35
13.31,27.35
13.32,27.35
13.33,27.35
13.34,27.35
13.35,27.35
13.36,27.35
13.37,27.35
13.38,27.35
13.39,27.35
13.4,27.35
13.41,27.35
13.42,27.35
13.43,27.35
13.44,27.35
13.45,27.35
13.46,27.35
13.47,27.35
13.48,27.35
13.49,27.35
13.5,27.35
13.51,27.35
13.52,27.35
13.53,27.36
13.54,27.35
13.55,27.35
13.56,27.36
13.57,27.36
13.58,27.36
13.59,27.36
13.6,27.36
13.61,27.36
13.62,27.36
13.63,27.36
13.64,27.36
13.65,27.36
13.66,27.36
13.67,27.36
13.68,27.36
13.69,27.36
13.7,27.36
13.71,27.36
13.72,27.36
13.73,27.36
13.74,27.36
13.75,27.36
13.76,27.36
13.77,27.36
13.78,27.36
13.79,27.36
13.8,27.36
13.81,27.36
13.82,27.36
13.83,27.36
13.84,27.36
13.85,27.37
13.86,27.36
13.87,27.36
13.88,27.37
13.89,27.37
13.9,27.37
13.91,27.37
13.92,27.37
13.93,27.37
13.94,27.37
13.95,27.37
13.96,27.37
13.97,27.37
13.98,27.37
13.99,27.37
14,27.37
14.01,27.37
14.02,27.37
14.03,27.37
14.04,27.37
14.05,27.37
14.06,27.37
14.07,27.37
14.08,27.37
14.09,27.37
14.1,27.37
14.11,27.37
14.12,27.37
14.13,27.37
14.14,27.37
14.15,27.37
14.16,27.37
14.17,27.37
14.18,27.37
14.19,27.37
14.2,27.37
14.21,27.38
14.22,27.37
14.23,27.37
14.24,27.37
14.25,27.37
14.26,27.38
14.27,27.37
14.28,27.38
14.29,27.38
14.3,27.38
14.31,27.38
14.32,27.38
14.33,27.38
14.34,27.38
14.35,27.38
14.36,27.38
14.37,27.38
14.38,27.38
14.39,27.38
14.4,27.38
14.41,27.38
14.42,27.38
14.43,27.38
14.44,27.38
14.45,27.38
14.46,27.38
14.47,27.38
14.48,27.38
14.49,27.38
14.5,27.38
14.51,27.38
14.52,27.38
14.53,27.38
14.54,27.38
14.55,27.38
14.56,27.38
14.57,27.38
14.58,27.38
14.59,27.38
14.6,27.38
14.61,27.38
14.62,27.38
14.63,27.38
14.64,27.38
14.65,27.39
14.66,27.38
14.67,27.38
14.68,27.38
14.69,27.39
14.7,27.39
14.71,27.38
14.72,27.38
14.73,27.39
14.74,27.39
14.75,27.38
14.76,27.39
14.77,27.39
14.78,27.39
14.79,27.39
14.8,27.39
14.81,27.39
14.82,27.39
14.83,27.39
14.84,27.39
14.85,27.39
14.86,27.39
14.87,27.39
14.88,27.39
14.89,27.39
14.9,27.39
14.91,27.39
14.92,27.39
14.93,27.39
14.94,27.39
14.95,27.39
14.96,27.39
14.97,27.39
14.98,27.39
14.99,27.39
15,27.39
15.01,27.39
15.02,27.39
15.03,27.39
15.04,27.39
15.05,27.39
15.06,27.39
15.07,27.39
15.08,27.39
15.09,27.39
15.1,27.39
15.11,27.39
15.12,27.39
15.13,27.39
15.14,27.39
15.15,27.39
15.16,27.39
15.17,27.39
15.18,27.39
15.19,27.39
15.2,27.39
15.21,27.39
15.22,27.39
15.23,27.4
15.24,27.4
15.25,27.4
15.26,27.4
15.27,27.4
15.28,27.4
15.29,27.4
15.3,27.4
15.31,27.4
15.32,27.4
15.33,27.4
15.34,27.4
15.35,27.4
15.36,27.4
15.37,27.4
15.38,27.4
15.39,27.4
15.4,27.4
15.41,27.4
15.42,27.4
15.43,27.4
15.44,27.4
15.45,27.4
15.46,27.4
15.47,27.4
15.48,27.4
15.49,27.4
15.5,27.4
15.51,27.4
15.52,27.4
15.53,27.4
15.54,27.4
15.55,27.4
15.56,27.4
15.57,27.4
15.58,27.4
15.59,27.4
15.6,27.4
15.61,27.41
15.62,27.41
15.63,27.41
15.64,27.41
15.65,27.41
15.66,27.41
15.67,27.41
15.68,27.41
15.69,27.41
15.7,27.41
15.71,27.41
15.72,27.41
15.73,27.41
15.74,27.41
15.75,27.41
15.76,27.41
15.77,27.41
15.78,27.42
15.79,27.42
15.8,27.41
15.81,27.42
15.82,27.42
15.83,27.42
15.84,27.42
15.85,27.42
15.86,27.42
15.87,27.42
15.88,27.42
15.89,27.42
15.9,27.42
15.91,27.42
15.92,27.42
15.93,27.42
15.94,27.42
15.95,27.42
15.96,27.42
15.97,27.42
15.98,27.42
15.99,27.42
16,27.42
16.01,27.42
16.02,27.42
16.03,27.42
16.04,27.42
16.05,27.42
16.06,27.42
16.07,27.42
16.08,27.42
16.09,27.42
16.1,27.42
16.11,27.42
16.12,27.42
16.13,27.42
16.14,27.42
16.15,27.42
16.16,27.42
16.17,27.42
16.18,27.43
16.19,27.43
16.2,27.43
16.21,27.43
16.22,27.43
16.23,27.43
16.24,27.43
16.25,27.43
16.26,27.43
16.27,27.43
16.28,27.43
16.29,27.43
16.3,27.43
16.31,27.43
16.32,27.43
16.33,27.43
16.34,27.43
16.35,27.43
16.36,27.43
16.37,27.43
16.38,27.43
16.39,27.43
16.4,27.43
16.41,27.43
16.42,27.43
16.43,27.43
16.44,27.43
16.45,27.43
16.46,27.43
16.47,27.43
16.48,27.43
16.49,27.43
16.5,27.43
16.51,27.44
16.52,27.43
16.53,27.43
16.54,27.43
16.55,27.44
16.56,27.44
16.57,27.44
16.58,27.44
16.59,27.44
16.6,27.44
16.61,27.44
16.62,27.44
16.63,27.44
16.64,27.44
16.65,27.44
16.66,27.44
16.67,27.44
16.68,27.44
16.69,27.44
16.7,27.44
16.71,27.44
16.72,27.44
16.73,27.44
16.74,27.44
16.75,27.44
16.76,27.44
16.77,27.44
16.78,27.44
16.79,27.44
16.8,27.44
16.81,27.44
16.82,27.44
16.83,27.44
16.84,27.44
16.85,27.44
16.86,27.44
16.87,27.44
16.88,27.44
16.89,27.44
16.9,27.44
16.91,27.44
16.92,27.44
16.93,27.44
16.94,27.44
16.95,27.44
16.96,27.44
16.97,27.44
16.98,27.45
16.99,27.45
17,27.45
17.01,27.44
17.02,27.45
17.03,27.45
17.04,27.45
17.05,27.45
17.06,27.45
17.07,27.45
17.08,27.45
17.09,27.45
17.1,27.45
17.11,27.45
17.12,27.45
17.13,27.45
17.14,27.45
17.15,27.45
17.16,27.45
17.17,27.45
17.18,27.45
17.19,27.45
17.2,27.45
17.21,27.45
17.22,27.45
17.23,27.45
17.24,27.45
17.25,27.45
17.26,27.45
17.27,27.45
17.28,27.45
17.29,27.45
17.3,27.45
17.31,27.45
17.32,27.45
17.33,27.45
17.34,27.45
17.35,27.45
17.36,27.45
17.37,27.45
17.38,27.45
17.39,27.45
17.4,27.45
17.41,27.45
17.42,27.45
17.43,27.45
17.44,27.45
17.45,27.45
17.46,27.46
17.47,27.45
17.48,27.46
17.49,27.45
17.5,27.45
17.51,27.46
17.52,27.46
17.53,27.45
17.54,27.46
