Tiempo (s),Temperatura 1 (°C)
17.55,27.45
17.56,27.45
17.57,27.46
17.58,27.45
17.59,27.45
17.6,27.46
17.61,27.46
17.62,27.46
17.63,27.46
17.64,27.46
17.65,27.46
17.66,27.46
17.67,27.46
17.68,27.46
17.69,27.46
17.7,27.46
17.71,27.46
17.72,27.46
17.73,27.46
17.74,27.46
17.75,27.46
17.76,27.46
17.77,27.46
17.78,27.46
17.79,27.46
17.8,27.46
17.81,27.46
17.82,27.46
17.83,27.46
17.84,27.46
17.85,27.46
17.86,27.46
17.87,27.46
17.88,27.46
17.89,27.46
17.9,27.46
17.91,27.46
17.92,27.46
17.93,27.46
17.94,27.46
17.95,27.46
17.96,27.46
17.97,27.46
17.98,27.46
17.99,27.46
18,27.46
18.01,27.46
18.02,27.46
18.03,27.46
18.04,27.46
18.05,27.46
18.06,27.46
18.07,27.46
18.08,27.46
18.09,27.46
18.1,27.46
18.11,27.46
18.12,27.46
18.13,27.46
18.14,27.47
18.15,27.46
18.16,27.46
18.17,27.46
18.18,27.46
18.19,27.46
18.2,27.46
18.21,27.46
18.22,27.47
18.23,27.47
18.24,27.47
18.25,27.47
18.26,27.47
18.27,27.47
18.28,27.47
18.29,27.47
18.3,27.47
18.31,27.47
18.32,27.47
18.33,27.47
18.34,27.47
18.35,27.47
18.36,27.47
18.37,27.47
18.38,27.47
18.39,27.47
18.4,27.47
18.41,27.47
18.42,27.47
18.43,27.48
18.44,27.47
18.45,27.48
18.46,27.48
18.47,27.48
18.48,27.48
18.49,27.48
18.5,27.48
18.51,27.48
18.52,27.48
18.53,27.48
18.54,27.48
18.55,27.48
18.56,27.48
18.57,27.48
18.58,27.48
18.59,27.48
18.6,27.48
18.61,27.48
18.62,27.48
18.63,27.49
18.64,27.49
18.65,27.49
18.66,27.48
18.67,27.49
18.68,27.49
18.69,27.49
18.7,27.49
18.71,27.49
18.72,27.48
18.73,27.49
18.74,27.49
18.75,27.49
18.76,27.49
18.77,27.49
18.78,27.49
18.79,27.49
18.8,27.49
18.81,27.49
18.82,27.49
18.83,27.49
18.84,27.49
18.85,27.49
18.86,27.49
18.87,27.49
18.88,27.49
18.89,27.49
18.9,27.49
18.91,27.49
18.92,27.49
18.93,27.49
18.94,27.49
18.95,27.49
18.96,27.49
18.97,27.49
18.98,27.49
18.99,27.49
19,27.49
19.01,27.49
19.02,27.49
19.03,27.49
19.04,27.49
19.05,27.49
19.06,27.5
19.07,27.5
19.08,27.5
19.09,27.5
19.1,27.5
19.11,27.49
19.12,27.5
19.13,27.49
19.14,27.5
19.15,27.5
19.16,27.5
19.17,27.5
19.18,27.5
19.19,27.5
19.2,27.5
19.21,27.5
19.22,27.5
19.23,27.5
19.24,27.5
19.25,27.5
19.26,27.5
19.27,27.5
19.28,27.5
19.29,27.5
19.3,27.5
19.31,27.5
19.32,27.5
19.33,27.5
19.34,27.5
19.35,27.5
19.36,27.5
19.37,27.5
19.38,27.5
19.39,27.5
19.4,27.5
19.41,27.5
19.42,27.5
19.43,27.5
19.44,27.5
19.45,27.5
19.46,27.51
19.47,27.51
19.48,27.51
19.49,27.51
19.5,27.5
19.51,27.51
19.52,27.51
19.53,27.51
19.54,27.51
19.55,27.51
19.56,27.51
19.57,27.51
19.58,27.51
19.59,27.51
19.6,27.51
19.61,27.51
19.62,27.51
19.63,27.51
19.64,27.51
19.65,27.51
19.66,27.51
19.67,27.51
19.68,27.51
19.69,27.51
19.7,27.51
19.71,27.51
19.72,27.51
19.73,27.51
19.74,27.51
19.75,27.51
19.76,27.51
19.77,27.51
19.78,27.51
19.79,27.51
19.8,27.51
19.81,27.51
19.82,27.51
19.83,27.51
19.84,27.52
19.85,27.52
19.86,27.51
19.87,27.51
19.88,27.52
19.89,27.52
19.9,27.51
19.91,27.52
19.92,27.52
19.93,27.52
19.94,27.52
19.95,27.52
19.96,27.52
19.97,27.52
19.98,27.52
19.99,27.52
20,27.52
20.01,27.52
20.02,27.52
20.03,27.52
20.04,27.52
20.05,27.52
20.06,27.52
20.07,27.52
20.08,27.52
20.09,27.52
20.1,27.52
20.11,27.52
20.12,27.52
20.13,27.52
20.14,27.52
20.15,27.52
20.16,27.52
20.17,27.52
20.18,27.52
20.19,27.52
20.2,27.52
20.21,27.52
20.22,27.52
20.23,27.52
20.24,27.52
20.25,27.52
20.26,27.52
20.27,27.52
20.28,27.52
20.29,27.52
20.3,27.52
20.31,27.52
20.32,27.52
20.33,27.52
20.34,27.52
20.35,27.52
20.36,27.52
20.37,27.52
20.38,27.52
20.39,27.52
20.4,27.52
20.41,27.52
20.42,27.52
20.43,27.52
20.44,27.52
20.45,27.52
20.46,27.52
20.47,27.52
20.48,27.52
20.49,27.52
20.5,27.52
20.51,27.52
20.52,27.53
20.53,27.52
20.54,27.52
20.55,27.53
20.56,27.52
20.57,27.53
20.58,27.52
20.59,27.53
20.6,27.53
20.61,27.53
20.62,27.53
20.63,27.53
20.64,27.53
20.65,27.53
20.66,27.53
20.67,27.53
20.68,27.52
